Link,Dealer_Private,Vehicle_type,Make,Model,Price_kr,Model_year,Mileage_km,Range_km,BatteryCapacity_kWh,Horsepower,Acceleration_0-100km/h_secs.,Trailer_hitch,Color,Drive_type
https://www.bilbasen.dk/brugt/bil/volvo/xc40/recharge-extended-range-core-5d/6152599,True,SUV,Volvo,XC40,299900,2023,51000,571.0,78.0,252,7.3,True,Other,RWD
https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-1st-max-5d/6156248,True,CUV,Vw,ID4,289900,2021,56000,490.0,77.0,204,8.5,True,Blå,RWD
https://www.bilbasen.dk/brugt/bil/vw/id3/pro-performance-5d/6102763,True,Halvkombi,Vw,ID3,189990,2020,69000,422.0,58.0,204,7.9,False,Hvid,RWD
https://www.bilbasen.dk/brugt/bil/tesla/model-3/standard-range-rwd-4d/6149736,True,Sedan,Tesla,MODEL-3,253900,2021,53000,448.0,54.0,325,5.6,True,Hvid,RWD
https://www.bilbasen.dk/brugt/bil/bmw/ix3/charged-plus-5d/6155343,True,SUV,Bmw,IX3,369900,2021,94000,453.0,74.0,286,6.8,True,Hvid,RWD
https://www.bilbasen.dk/brugt/bil/bmw/i3/bev-5d/6076201,True,Halvkombi,Bmw,I3,124800,2017,51000,300.0,37.9,170,7.3,False,Other,RWD
https://www.bilbasen.dk/brugt/bil/bmw/i4/m50-charged-plus-xdrive-5d/6147225,True,Halvkombi,Bmw,I4,530000,2022,60000,510.0,80.7,544,3.9,True,Other,AWD
https://www.bilbasen.dk/brugt/bil/skoda/enyaq/80-iv-sportline-5d/6129327,True,CUV,Skoda,ENYAQ,319900,2021,91000,523.0,76.6,204,8.7,True,Blå,RWD
https://www.bilbasen.dk/brugt/bil/tesla/model-s/75d-5d/6108815,True,Halvkombi,Tesla,MODEL-S,310000,2018,89000,490.0,75.0,304,4.4,False,Other,AWD
https://www.bilbasen.dk/brugt/bil/mercedes/eqc400/amg-line-4matic-5d/6140265,True,SUV,Mercedes,EQC400,457500,2020,72000,410.0,80.0,408,5.1,True,Rød,AWD
https://www.bilbasen.dk/brugt/bil/skoda/enyaq/80-iv-plus-first-edition-5d/6155988,True,CUV,Skoda,ENYAQ,319700,2021,59000,531.0,77.0,204,8.7,True,Sort,RWD
https://www.bilbasen.dk/brugt/bil/audi/e-tron/55-s-line-quattro-5d/6153871,True,SUV,Audi,E-TRON,375000,2019,99500,424.0,86.5,408,5.7,True,Sort,AWD
https://www.bilbasen.dk/brugt/bil/mazda/mx-30/e-skyactiv-skyplus-5d/6079285,True,CUV,Mazda,MX-30,124700,2021,52000,237.0,30.0,145,9.7,False,Hvid,FWD
https://www.bilbasen.dk/brugt/bil/bmw/i3/charged-5d/6091539,True,Halvkombi,Bmw,I3,179900,2020,58000,285.0,37.9,170,7.3,False,Sort,RWD
https://www.bilbasen.dk/brugt/bil/bmw/i3/charged-plus-5d/5892960,True,Halvkombi,Bmw,I3,169900,2019,71800,285.0,42.2,170,7.3,False,Grå,RWD
https://www.bilbasen.dk/brugt/bil/tesla/model-3/rwd-4d/6140316,True,Sedan,Tesla,MODEL-3,254900,2023,50400,554.0,57.5,283,6.1,True,Blå,RWD
https://www.bilbasen.dk/brugt/bil/tesla/model-s/100d-5d/6076276,True,Halvkombi,Tesla,MODEL-S,449900,2019,109000,434.1362300587741,65.46347267558176,241,7.528830559112249,False,Rød,AWD
https://www.bilbasen.dk/brugt/bil/tesla/model-3/long-range-awd-4d/6125645,True,Sedan,Tesla,MODEL-3,239900,2019,73000,600.0,75.0,462,4.6,True,Grå,AWD
https://www.bilbasen.dk/brugt/bil/peugeot/e-208/50-active-pack-5d/6127683,True,Halvkombi,Peugeot,E-208,149800,2022,51000,362.0,45.0,136,8.1,False,Grå,FWD
https://www.bilbasen.dk/brugt/bil/nissan/leaf/30-visia-5d/6019465,True,Halvkombi,Nissan,LEAF,89800,2016,55500,250.0,30.0,109,11.5,False,Grå,FWD
https://www.bilbasen.dk/brugt/bil/nissan/leaf/40-n-connecta-5d/5796374,True,Halvkombi,Nissan,LEAF,119900,2018,62000,378.0,39.0,150,8.6,False,Sort,FWD
https://www.bilbasen.dk/brugt/bil/audi/q4-e-tron/40-5d/6097688,True,CUV,Audi,Q4-E-TRON,329900,2022,61000,506.0,76.6,204,8.5,True,Blå,RWD
https://www.bilbasen.dk/brugt/bil/audi/q4-e-tron/40-advanced-5d/6148132,True,CUV,Audi,Q4-E-TRON,319900,2022,75500,509.0,76.6,204,8.5,True,Blå,RWD
https://www.bilbasen.dk/brugt/bil/tesla/model-y/long-range-awd-5d/6154878,True,CUV,Tesla,MODEL-Y,359800,2022,54000,542.0,70.0,514,5.0,True,Sort,AWD
https://www.bilbasen.dk/brugt/bil/tesla/model-3/standard-range-rwd-4d/6144079,True,Sedan,Tesla,MODEL-3,229900,2020,59000,400.0,50.0,306,5.9,True,Other,RWD
https://www.bilbasen.dk/brugt/bil/tesla/model-y/long-range-awd-5d/6157877,True,CUV,Tesla,MODEL-Y,299900,2021,126000,533.0,75.0,514,5.0,True,Grå,AWD
https://www.bilbasen.dk/brugt/bil/kia/e-niro/64-advance-5d/6146511,True,CUV,Kia,E-NIRO,199900,2020,54000,455.0,64.0,204,7.8,False,Grå,FWD
https://www.bilbasen.dk/brugt/bil/vw/id3/pro-performance-business-5d/6130881,True,Halvkombi,Vw,ID3,209900,2021,84000,418.0,58.0,204,7.3,False,Hvid,RWD
https://www.bilbasen.dk/brugt/bil/nissan/leaf/40-tekna-5d/6150913,True,Halvkombi,Nissan,LEAF,129900,2020,81000,270.0,39.0,150,8.6,False,Hvid,FWD
https://www.bilbasen.dk/brugt/bil/hyundai/kona/64-ev-premium-5d/5969981,True,CUV,Hyundai,KONA,196900,2018,123000,449.0,64.0,204,7.6,False,Special,FWD
https://www.bilbasen.dk/brugt/bil/kia/e-niro/64-premium-5d/6102111,True,CUV,Kia,E-NIRO,239900,2021,51000,455.0,64.0,204,7.8,False,Blå,FWD
https://www.bilbasen.dk/brugt/bil/tesla/model-3/long-range-awd-4d/6145709,True,Sedan,Tesla,MODEL-3,209700,2021,183000,495.0,60.0,495,4.4,True,Blå,AWD
https://www.bilbasen.dk/brugt/bil/audi/q4-e-tron/50-quattro-5d/6111696,True,CUV,Audi,Q4-E-TRON,389800,2022,55000,481.0,76.6,299,6.2,True,Grå,AWD
https://www.bilbasen.dk/brugt/bil/tesla/model-3/performance-awd-4d/6007562,True,Sedan,Tesla,MODEL-3,299800,2021,58000,567.0,82.0,513,3.3,False,Sort,AWD
https://www.bilbasen.dk/brugt/bil/tesla/model-3/standard-range-rwd-4d/6154517,True,Sedan,Tesla,MODEL-3,236900,2021,55000,448.0,54.0,325,5.6,True,Hvid,RWD
https://www.bilbasen.dk/brugt/bil/tesla/model-s/75d-5d/6096958,True,Halvkombi,Tesla,MODEL-S,309900,2018,99000,490.0,75.0,304,4.4,False,Grå,AWD
https://www.bilbasen.dk/brugt/bil/tesla/model-3/standard-range-rwd-4d/6157395,True,Sedan,Tesla,MODEL-3,214800,2020,81000,409.0,54.0,325,5.6,False,Hvid,RWD
https://www.bilbasen.dk/brugt/bil/jaguar/i-pace/ev400-s-awd-5d/5952339,True,CUV,Jaguar,I-PACE,257700,2019,125000,415.0,90.0,400,4.8,True,Sort,AWD
https://www.bilbasen.dk/brugt/bil/skoda/enyaq/80-iv-selection-suite-5d/6155864,True,CUV,Skoda,ENYAQ,259900,2021,135000,531.0,77.0,204,8.7,True,Sort,RWD
https://www.bilbasen.dk/brugt/bil/tesla/model-s/p85d-ludicrous-5d/6130423,True,Halvkombi,Tesla,MODEL-S,294900,2015,116000,460.0,85.0,574,3.0,False,Other,AWD
https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-5d/6152803,True,CUV,Vw,ID4,269000,2021,51000,517.0,76.6,204,8.5,True,Hvid,RWD
https://www.bilbasen.dk/brugt/bil/opel/mokka-e/50-ultimate-5d/6127078,True,CUV,Opel,MOKKA-E,189900,2021,53000,318.0,45.0,136,9.0,False,Grå,FWD
https://www.bilbasen.dk/brugt/bil/tesla/model-3/long-range-awd-4d/6151231,True,Sedan,Tesla,MODEL-3,199990,2020,133000,560.0,75.0,491,4.6,True,Hvid,AWD
https://www.bilbasen.dk/brugt/bil/kia/e-niro/64-premium-5d/6156754,True,CUV,Kia,E-NIRO,219800,2021,57000,455.0,64.0,204,7.8,True,Hvid,FWD
https://www.bilbasen.dk/brugt/bil/tesla/model-3/long-range-awd-4d/6095542,True,Sedan,Tesla,MODEL-3,227800,2019,95000,560.0,75.0,476,5.160000000000001,True,Blå,AWD
https://www.bilbasen.dk/brugt/bil/tesla/model-3/performance-awd-4d/6147249,True,Sedan,Tesla,MODEL-3,298900,2021,57000,530.0,75.0,513,3.3,False,Grå,AWD
https://www.bilbasen.dk/brugt/bil/audi/e-tron/55-advanced-prestige-quattro-5d/6108160,True,SUV,Audi,E-TRON,409900,2020,122000,424.0,95.0,408,5.7,True,Other,AWD
https://www.bilbasen.dk/brugt/bil/kia/e-niro/64-advance-5d/5807044,True,CUV,Kia,E-NIRO,239900,2021,85000,455.0,64.0,204,7.8,False,Hvid,FWD
https://www.bilbasen.dk/brugt/bil/audi/e-tron/55-advanced-quattro-5d/6143750,True,SUV,Audi,E-TRON,379900,2020,102000,424.0,86.5,408,5.7,True,Grå,AWD
https://www.bilbasen.dk/brugt/bil/tesla/model-3/long-range-awd-4d/6154120,True,Sedan,Tesla,MODEL-3,267500,2021,67000,614.0,82.0,498,4.4,True,Hvid,AWD
https://www.bilbasen.dk/brugt/bil/audi/e-tron/55-s-line-quattro-5d/6110753,True,SUV,Audi,E-TRON,379500,2019,112000,424.0,86.5,408,5.7,True,Other,AWD
https://www.bilbasen.dk/brugt/bil/bmw/ix3/charged-plus-5d/6157514,True,SUV,Bmw,IX3,389900,2022,75000,455.0,80.0,286,6.8,True,Grå,RWD
https://www.bilbasen.dk/brugt/bil/vw/id4/gtx-4motion-5d/6143305,True,CUV,Vw,ID4,338900,2021,51000,479.0,77.0,299,6.2,True,Grå,AWD
https://www.bilbasen.dk/brugt/bil/tesla/model-3/long-range-awd-4d/6156438,True,Sedan,Tesla,MODEL-3,209900,2019,139000,560.0,75.0,491,4.6,False,Sort,AWD
https://www.bilbasen.dk/brugt/bil/skoda/enyaq/80-iv-ecosuite-5d/6119986,True,CUV,Skoda,ENYAQ,319900,2021,56000,533.0,76.6,204,8.7,True,Gul_Brun_Orange,RWD
https://www.bilbasen.dk/brugt/bil/tesla/model-3/rwd-4d/6125552,True,Sedan,Tesla,MODEL-3,267000,2022,79000,491.0,60.0,325,6.1,True,Hvid,RWD
https://www.bilbasen.dk/brugt/bil/nissan/leaf/40-2zero-5d/6146934,True,Halvkombi,Nissan,LEAF,99900,2018,163000,350.0,39.0,150,8.6,False,Sort,FWD
https://www.bilbasen.dk/brugt/bil/kia/e-niro/64-comfort-5d/6157924,True,CUV,Kia,E-NIRO,199900,2021,88000,455.0,64.0,204,7.8,True,Hvid,FWD
https://www.bilbasen.dk/brugt/bil/bmw/ix3/charged-5d/6019587,True,SUV,Bmw,IX3,404900,2021,56000,453.0,74.0,286,6.8,True,Grå,RWD
https://www.bilbasen.dk/brugt/bil/vw/e-up/high-up-5d/6137970,True,Mikro,Vw,E-UP,74500,2014,98000,160.0,16.0,82,12.4,False,Hvid,FWD
https://www.bilbasen.dk/brugt/bil/nissan/leaf/40-tekna-5d/6157730,True,Halvkombi,Nissan,LEAF,114700,2019,77000,270.0,39.0,150,8.6,False,Sort,FWD
https://www.bilbasen.dk/brugt/bil/tesla/model-3/long-range-awd-4d/6049245,True,Sedan,Tesla,MODEL-3,224400,2019,82000,560.0,75.0,491,4.6,True,Hvid,AWD
https://www.bilbasen.dk/brugt/bil/skoda/enyaq/80-iv-plus-5d/6141811,True,CUV,Skoda,ENYAQ,299700,2022,91000,526.0,76.6,204,8.7,True,Blå,RWD
https://www.bilbasen.dk/brugt/bil/tesla/model-3/long-range-awd-4d/6158456,True,Sedan,Tesla,MODEL-3,209900,2019,113000,567.0,75.0,440,4.6,True,Sort,AWD
https://www.bilbasen.dk/brugt/bil/bmw/ix3/charged-plus-5d/6128313,True,SUV,Bmw,IX3,399900,2020,71000,454.8,74.0,286,6.8,True,Grå,RWD
https://www.bilbasen.dk/brugt/bil/tesla/model-s/p100d-ludicrous-5d/6062233,True,Halvkombi,Tesla,MODEL-S,499000,2018,90000,564.2,100.0,398,2.7,False,Hvid,AWD
https://www.bilbasen.dk/brugt/bil/vw/id4/1st-max-5d/6104805,True,CUV,Vw,ID4,289900,2021,93000,506.0,76.6,204,8.5,True,Grå,RWD
https://www.bilbasen.dk/brugt/bil/citron/-c4/50-live-free-5d/6108350,True,CUV,Citron,-C4,127700,2022,211000,343.0,45.0,136,9.7,False,Blå,FWD
https://www.bilbasen.dk/brugt/bil/hyundai/kona/64-ev-essential-5d/6150575,True,CUV,Hyundai,KONA,189900,2020,52000,484.0,64.0,204,7.6,False,Grå,FWD
https://www.bilbasen.dk/brugt/bil/tesla/model-3/standard-range-rwd-4d/6142010,True,Sedan,Tesla,MODEL-3,210990,2019,64300,400.0,50.0,306,5.9,False,Blå,RWD
https://www.bilbasen.dk/brugt/bil/vw/id3/pro-performance-5d/6108274,True,Halvkombi,Vw,ID3,184900,2021,55000,422.0,58.0,204,7.9,False,Sølv,RWD
https://www.bilbasen.dk/brugt/bil/tesla/model-3/performance-awd-4d/6157074,True,Sedan,Tesla,MODEL-3,269500,2021,93000,567.0,75.0,513,3.3,False,Sort,AWD
https://www.bilbasen.dk/brugt/bil/mini/cooper-se/maximise-3d/6133600,True,Mikro,Mini,COOPER-SE,164900,2020,63000,270.0,28.9,184,7.3,False,Other,FWD
https://www.bilbasen.dk/brugt/bil/audi/e-tron/55-s-line-sportback-quattro-5d/6104165,True,SUV,Audi,E-TRON,474900,2021,64000,434.0,86.5,408,5.7,True,Grå,AWD
https://www.bilbasen.dk/brugt/bil/audi/e-tron/55-quattro-5d/6100748,True,SUV,Audi,E-TRON,419000,2021,67000,397.0,86.5,408,5.7,True,Grå,AWD
https://www.bilbasen.dk/brugt/bil/tesla/model-3/performance-awd-4d/5908213,True,Sedan,Tesla,MODEL-3,279800,2021,104000,567.0,75.0,513,3.3,False,Hvid,AWD
https://www.bilbasen.dk/brugt/bil/bmw/i3s/charged-professional-5d/6158201,True,Halvkombi,Bmw,I3S,169900,2019,92000,275.0,37.9,184,6.9,False,Hvid,RWD
https://www.bilbasen.dk/brugt/bil/skoda/enyaq/80-iv-plus-suite-5d/6147157,True,CUV,Skoda,ENYAQ,359900,2021,54000,533.0,76.6,204,8.7,True,Sort,RWD
https://www.bilbasen.dk/brugt/bil/polestar/2/long-range-awd-5d/5332337,True,Halvkombi,Polestar,2,304900,2021,67000,469.0,78.0,408,4.7,True,Hvid,AWD
https://www.bilbasen.dk/brugt/bil/audi/q4-e-tron/40-attitude-5d/6141755,True,CUV,Audi,Q4-E-TRON,389900,2022,62000,508.0,76.6,204,8.5,True,Hvid,RWD
https://www.bilbasen.dk/brugt/bil/renault/zoe/41-intens-5d/5984995,True,Halvkombi,Renault,ZOE,99800,2018,53000,403.0,41.0,92,13.5,False,Special,FWD
https://www.bilbasen.dk/brugt/bil/skoda/enyaq/80-iv-plus-first-edition-5d/6129229,True,CUV,Skoda,ENYAQ,299900,2021,87000,533.0,76.6,204,8.7,True,Rød,RWD
https://www.bilbasen.dk/brugt/bil/vw/id3/pro-s-tour-5d/6139040,True,Halvkombi,Vw,ID3,214500,2021,83100,540.0,77.0,204,7.9,False,Grå,RWD
https://www.bilbasen.dk/brugt/bil/hyundai/ioniq/ev-trend-5d/5982866,True,Halvkombi,Hyundai,IONIQ,131900,2019,124000,280.0,28.0,120,9.9,False,Hvid,FWD
https://www.bilbasen.dk/brugt/bil/mercedes/eqa250/5d/6045249,True,CUV,Mercedes,EQA250,309999,2021,56000,427.0,66.5,190,8.9,True,Hvid,FWD
https://www.bilbasen.dk/brugt/bil/vw/id3/1st-5d/6147017,True,Halvkombi,Vw,ID3,174700,2020,57600,423.0,58.0,204,7.3,False,Hvid,RWD
https://www.bilbasen.dk/brugt/bil/kia/e-niro/64-advance-5d/6146488,True,CUV,Kia,E-NIRO,214900,2021,56000,455.0,64.0,204,7.8,True,Sort,FWD
https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-1st-5d/6072392,True,CUV,Vw,ID4,279990,2021,57000,490.0,77.0,204,8.5,True,Hvid,RWD
https://www.bilbasen.dk/brugt/bil/vw/id3/pro-s-tour-5d/6122073,True,Halvkombi,Vw,ID3,199400,2021,98500,552.0,76.6,204,7.9,False,Blå,RWD
https://www.bilbasen.dk/brugt/bil/mercedes/eqa250/amg-line-5d/6141922,True,CUV,Mercedes,EQA250,319900,2021,60000,492.0,66.5,190,8.9,True,Sort,FWD
https://www.bilbasen.dk/brugt/bil/skoda/enyaq/80-iv-plus-suite-5d/6154988,True,CUV,Skoda,ENYAQ,299900,2021,83000,533.0,76.6,204,8.7,True,Grøn,RWD
https://www.bilbasen.dk/brugt/bil/audi/q4-e-tron/40-attitude-5d/6143709,True,CUV,Audi,Q4-E-TRON,319900,2021,69000,508.0,82.0,204,8.5,True,Blå,RWD
https://www.bilbasen.dk/brugt/bil/mercedes/eqa300/amg-line-4matic-5d/6066429,True,CUV,Mercedes,EQA300,319500,2022,111000,436.0,75.7,228,7.7,True,Other,AWD
https://www.bilbasen.dk/brugt/bil/audi/e-tron/55-advanced-prestige-quattro-5d/6156944,True,SUV,Audi,E-TRON,374900,2020,104000,432.0,95.0,408,5.7,True,Blå,AWD
https://www.bilbasen.dk/brugt/bil/hyundai/ioniq/ev-premium-5d/6152647,True,Halvkombi,Hyundai,IONIQ,139900,2020,110000,311.0,38.3,136,9.9,False,Blå,FWD
https://www.bilbasen.dk/brugt/bil/mercedes/eqc400/edition-1886-4matic-5d/5999788,True,SUV,Mercedes,EQC400,384999,2019,64000,410.0,80.0,408,5.1,True,Other,AWD
https://www.bilbasen.dk/brugt/bil/peugeot/e-2008/50-gt-line-5d/6138958,True,CUV,Peugeot,E-2008,169900,2020,62200,310.0,45.0,136,8.5,False,Blå,FWD
https://www.bilbasen.dk/brugt/bil/vw/e-golf-vii/unlimited-5d/6148440,True,Halvkombi,Vw,E-GOLF-VII,149700,2021,57000,231.0,32.0,136,9.6,False,Grå,FWD
https://www.bilbasen.dk/brugt/bil/skoda/enyaq/80-iv-sportline-5d/6145310,True,CUV,Skoda,ENYAQ,339900,2022,64000,517.0,76.6,204,8.7,True,Sort,RWD
https://www.bilbasen.dk/brugt/bil/audi/e-tron/50-s-line-quattro-5d/6023741,True,SUV,Audi,E-TRON,399000,2020,74000,338.0,71.0,313,7.0,True,Grå,AWD
https://www.bilbasen.dk/brugt/bil/mercedes/eqa250/amg-line-5d/6151730,True,CUV,Mercedes,EQA250,329000,2021,84000,424.0,66.5,190,8.9,True,Other,FWD
https://www.bilbasen.dk/brugt/bil/tesla/model-3/long-range-awd-4d/6014631,True,Sedan,Tesla,MODEL-3,297000,2021,72000,580.0,75.0,441,4.4,True,Hvid,AWD
https://www.bilbasen.dk/brugt/bil/tesla/model-3/standard-range-rwd-4d/6149944,True,Sedan,Tesla,MODEL-3,219900,2021,115000,448.0,55.0,283,5.6,False,Grå,RWD
https://www.bilbasen.dk/brugt/bil/audi/e-tron/55-prestige-quattro-5d/6134718,True,SUV,Audi,E-TRON,379500,2022,53500,434.0,86.5,408,5.7,True,Other,AWD
https://www.bilbasen.dk/brugt/bil/tesla/model-s/75d-5d/5958210,True,Halvkombi,Tesla,MODEL-S,299999,2018,87000,490.0,75.0,304,4.4,False,Other,AWD
https://www.bilbasen.dk/brugt/bil/tesla/model-s/70d-5d/5679037,True,Halvkombi,Tesla,MODEL-S,199900,2015,109000,442.0,70.0,328,5.4,False,Blå,AWD
https://www.bilbasen.dk/brugt/bil/volvo/xc40/p8-recharge-pro-5d/6128668,True,SUV,Volvo,XC40,349795,2022,53499,418.0,78.0,408,4.9,True,Blå,AWD
https://www.bilbasen.dk/brugt/bil/polestar/2/long-range-awd-5d/6150475,True,Halvkombi,Polestar,2,269900,2021,57000,482.0,78.0,408,4.7,True,Blå,AWD
https://www.bilbasen.dk/brugt/bil/volvo/xc40/p8-recharge-r-design-5d/6153663,True,SUV,Volvo,XC40,334900,2022,56000,436.0,78.0,408,4.9,True,Sort,AWD
https://www.bilbasen.dk/brugt/bil/bmw/i3s/charged-professional-5d/6139300,True,Halvkombi,Bmw,I3S,199800,2020,53400,279.0,42.0,184,6.9,False,Blå,RWD
https://www.bilbasen.dk/brugt/bil/tesla/model-3/long-range-awd-4d/6154556,True,Sedan,Tesla,MODEL-3,279900,2021,53000,614.0,82.0,498,4.4,True,Grå,AWD
https://www.bilbasen.dk/brugt/bil/vw/e-golf-vii/unlimited-5d/6143169,True,Halvkombi,Vw,E-GOLF-VII,159900,2020,84700,300.0,35.8,136,9.6,False,Sort,FWD
https://www.bilbasen.dk/brugt/bil/tesla/model-3/standard-range-rwd-4d/6119966,True,Sedan,Tesla,MODEL-3,214900,2019,63000,400.0,50.0,306,5.9,True,Grå,RWD
https://www.bilbasen.dk/brugt/bil/nissan/leaf/40-2zero-5d/6012994,True,Halvkombi,Nissan,LEAF,129800,2018,76500,378.0,39.0,150,8.6,False,Hvid,FWD
https://www.bilbasen.dk/brugt/bil/hyundai/kona/64-ev-premium-5d/5946529,True,CUV,Hyundai,KONA,204900,2020,69600,449.0,64.0,204,7.6,False,Hvid,FWD
https://www.bilbasen.dk/brugt/bil/tesla/model-s/100d-5d/6090826,True,Halvkombi,Tesla,MODEL-S,399900,2019,106000,632.0,100.0,308,4.619999999999999,False,Other,AWD
https://www.bilbasen.dk/brugt/bil/bmw/i3/grey-edition-5d/5979810,True,Halvkombi,Bmw,I3,159900,2019,60000,190.0,18.8,170,7.3,False,Grå,RWD
https://www.bilbasen.dk/brugt/bil/tesla/model-s/p85-5d/6083555,True,Halvkombi,Tesla,MODEL-S,259900,2014,70000,502.0,85.0,404,4.4,False,Blå,RWD
https://www.bilbasen.dk/brugt/bil/audi/q4-e-tron/40-attitude-5d/6123899,True,CUV,Audi,Q4-E-TRON,319900,2022,86000,508.0,76.6,204,8.5,True,Grå,RWD
https://www.bilbasen.dk/brugt/bil/renault/zoe/41-intens-5d/6139984,True,Halvkombi,Renault,ZOE,84900,2017,80000,403.0,41.0,92,13.5,False,Hvid,FWD
https://www.bilbasen.dk/brugt/bil/tesla/model-3/performance-awd-4d/6112167,True,Sedan,Tesla,MODEL-3,299900,2022,56000,547.0,82.0,513,3.3,False,Hvid,AWD
https://www.bilbasen.dk/brugt/bil/audi/q4-e-tron/40-5d/6156557,True,CUV,Audi,Q4-E-TRON,314700,2022,56000,509.0,76.6,204,8.5,True,Grå,RWD
https://www.bilbasen.dk/brugt/bil/mercedes/eqc400/amg-line-4matic-5d/6155472,True,SUV,Mercedes,EQC400,439780,2021,56000,410.0,80.0,408,5.1,True,Blå,AWD
https://www.bilbasen.dk/brugt/bil/tesla/model-s/100d-5d/6068851,True,Halvkombi,Tesla,MODEL-S,369900,2018,142000,632.0,100.0,308,4.619999999999999,False,Sort,AWD
https://www.bilbasen.dk/brugt/bil/audi/e-tron/55-advanced-quattro-5d/6115008,True,SUV,Audi,E-TRON,379900,2019,126000,410.0,86.5,408,5.7,True,Grå,AWD
https://www.bilbasen.dk/brugt/bil/peugeot/e-208/50-allure-5d/6148059,True,Halvkombi,Peugeot,E-208,149900,2020,60000,339.0,45.0,136,8.1,False,Sølv,FWD
https://www.bilbasen.dk/brugt/bil/vw/e-golf-vii/5d/6051996,True,Halvkombi,Vw,E-GOLF-VII,149800,2019,70500,300.0,35.8,136,9.6,False,Sort,FWD
https://www.bilbasen.dk/brugt/bil/polestar/2/long-range-5d/6131607,True,Halvkombi,Polestar,2,243800,2022,98000,540.0,78.0,231,7.4,True,Hvid,FWD
https://www.bilbasen.dk/brugt/bil/tesla/model-3/long-range-rwd-4d/5950720,True,Sedan,Tesla,MODEL-3,238800,2019,103000,600.0,79.5,306,5.3,True,Other,RWD
https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-5d/6104270,True,CUV,Vw,ID4,279900,2022,62500,514.0,76.6,204,8.5,True,Grå,RWD
https://www.bilbasen.dk/brugt/bil/bmw/i3/rex-5d/6069459,True,Halvkombi,Bmw,I3,117495,2014,122000,250.0,22.0,170,7.9,False,Hvid,RWD
https://www.bilbasen.dk/brugt/bil/polestar/2/performance-awd-5d/6133045,True,Halvkombi,Polestar,2,299900,2020,68000,442.0,78.0,408,4.7,True,Blå,AWD
https://www.bilbasen.dk/brugt/bil/vw/e-golf-vii/5d/5968390,True,Halvkombi,Vw,E-GOLF-VII,119900,2016,52000,190.0,20.5,115,10.4,False,Hvid,FWD
https://www.bilbasen.dk/brugt/bil/tesla/model-3/performance-awd-4d/6069327,True,Sedan,Tesla,MODEL-3,224800,2019,116000,530.0,75.0,490,3.4,False,Grå,AWD
https://www.bilbasen.dk/brugt/bil/nissan/leaf/40-n-connecta-5d/6079022,True,Halvkombi,Nissan,LEAF,134900,2018,95000,378.0,40.0,150,8.6,False,Sort,FWD
https://www.bilbasen.dk/brugt/bil/mini/cooper-se/essential-3d/6123634,True,Mikro,Mini,COOPER-SE,149900,2020,62000,270.0,28.9,184,7.3,False,Grøn,FWD
https://www.bilbasen.dk/brugt/bil/skoda/enyaq/80-iv-suite-5d/6131997,True,CUV,Skoda,ENYAQ,344900,2021,58000,533.0,76.6,204,8.7,True,Sort,RWD
https://www.bilbasen.dk/brugt/bil/polestar/2/long-range-5d/6140391,True,Halvkombi,Polestar,2,252350,2022,60000,540.0,78.0,231,7.4,True,Grå,FWD
https://www.bilbasen.dk/brugt/bil/mercedes/eqc400/amg-line-4matic-5d/6124288,True,SUV,Mercedes,EQC400,464800,2020,59000,410.0,80.0,408,5.1,True,Hvid,AWD
https://www.bilbasen.dk/brugt/bil/kia/soul/30-advance-5d/5968874,True,Halvkombi,Kia,SOUL,119500,2016,126000,215.0,27.0,110,11.2,False,Hvid,FWD
https://www.bilbasen.dk/brugt/bil/skoda/citigo-e/iv-style-5d/6111910,True,Mikro,Skoda,CITIGO-E,104900,2021,58000,257.0,32.3,83,12.3,False,Grøn,FWD
https://www.bilbasen.dk/brugt/bil/mini/cooper-se/3d/6099161,True,Mikro,Mini,COOPER-SE,134800,2020,72000,240.0,40.0,184,7.3,False,Grå,FWD
https://www.bilbasen.dk/brugt/bil/tesla/model-x/ludicrous-performance-awd-5d/6099795,True,CUV,Tesla,MODEL-X,625000,2019,117000,487.0,100.0,308,2.9,True,Other,AWD
https://www.bilbasen.dk/brugt/bil/skoda/enyaq/80-iv-ecosuite-5d/6141900,True,CUV,Skoda,ENYAQ,319900,2021,65000,533.0,76.6,204,8.7,True,Gul_Brun_Orange,RWD
https://www.bilbasen.dk/brugt/bil/tesla/model-s/p85d-7prs-5d/5940128,True,Halvkombi,Tesla,MODEL-S,299500,2015,55000,460.0,85.0,454,3.3,False,Grå,AWD
https://www.bilbasen.dk/brugt/bil/mini/cooper-se/3d/6103863,True,Mikro,Mini,COOPER-SE,138995,2021,67000,231.0,28.9,184,7.3,False,Other,FWD
https://www.bilbasen.dk/brugt/bil/kia/soul/30-advance-5d/6129992,True,Halvkombi,Kia,SOUL,99900,2017,75000,215.0,27.0,110,11.2,False,Hvid,FWD
https://www.bilbasen.dk/brugt/bil/mercedes/eqc400/amg-line-4matic-5d/6126828,True,SUV,Mercedes,EQC400,409999,2020,92000,410.0,80.0,408,5.1,True,Hvid,AWD
