Link,Dealer_Private,Vehicle_type,Make,Model,Price_kr,Model_year,Mileage_km,Range_km,BatteryCapacity_kWh,Horsepower,Acceleration_0-100km/h_secs.,Trailer_hitch,Color,Drive_type
https://www.bilbasen.dk/brugt/bil/vw/id3/pro-performance-5d/6155286,True,Halvkombi,Vw,ID3,249900,2023,7000,422.0,58.0,204,7.9,False,Grå,RWD
https://www.bilbasen.dk/brugt/bil/audi/q8-e-tron/50-prestige-sportback-quattro-5d/6120390,True,SUV,Audi,Q8-E-TRON,628700,2024,1000,499.0,95.0,340,6.0,True,Sort,AWD
https://www.bilbasen.dk/brugt/bil/vw/id3/pro-5d/6082957,True,Halvkombi,Vw,ID3,310000,2023,7000,426.0,58.0,204,7.3,False,Rød,RWD
https://www.bilbasen.dk/brugt/bil/volvo/c40/p6-recharge-ultimate-5d/6069324,True,CUV,Volvo,C40,365000,2023,1250,418.0,69.0,231,7.4,True,Blå,FWD
https://www.bilbasen.dk/brugt/bil/polestar/2/performance-awd-5d/6133096,True,Halvkombi,Polestar,2,349900,2022,5000,482.0,78.0,408,4.7,True,Blå,AWD
https://www.bilbasen.dk/brugt/bil/mg/marvel-r/luxury-5d/6114573,True,CUV,Mg,MARVEL-R,274800,2023,100,402.0,69.9,180,7.9,True,Blå,RWD
https://www.bilbasen.dk/brugt/bil/maxus/euniq6/70-5d/6055245,True,SUV,Maxus,EUNIQ6,319900,2022,5000,354.0,70.0,177,6.9,True,Sølv,RWD
https://www.bilbasen.dk/brugt/bil/citron/-c4/50-palais-sky-5d/5947382,True,CUV,Citron,-C4,259900,2023,50,348.0,45.0,136,9.7,False,Grå,FWD
https://www.bilbasen.dk/brugt/bil/vw/id3/pro-s-active-5d/6066196,True,Halvkombi,Vw,ID3,269900,2023,3800,552.0,77.0,204,7.9,False,Other,RWD
https://www.bilbasen.dk/brugt/bil/mercedes/eqc400/amg-4matic-5d/6029793,True,SUV,Mercedes,EQC400,599000,2023,5000,429.0,80.0,408,5.1,True,Other,AWD
https://www.bilbasen.dk/brugt/bil/mercedes/eqa250/amg-line-5d/6155691,True,CUV,Mercedes,EQA250,399900,2023,6000,466.0,66.5,190,8.6,True,Hvid,FWD
https://www.bilbasen.dk/brugt/bil/byd/atto-3/60-design-5d/6102867,True,CUV,Byd,ATTO-3,269700,2023,4500,420.0,60.5,204,7.3,False,Hvid,FWD
https://www.bilbasen.dk/brugt/bil/vw/id7/style-5d/6110795,True,Halvkombi,Vw,ID7,564900,2024,1000,615.0,76.6,286,6.5,True,Blå,RWD
https://www.bilbasen.dk/brugt/bil/renault/megane-e-tech/60-evolution-er-5d/6151362,True,Halvkombi,Renault,MEGANE-E-TECH,259900,2023,100,458.0,60.0,130,10.0,True,Grå,FWD
https://www.bilbasen.dk/brugt/bil/vw/id4/gtx-4motion-5d/6157400,True,CUV,Vw,ID4,349900,2023,500,479.0,77.0,299,6.2,True,Sort,AWD
https://www.bilbasen.dk/brugt/bil/volvo/xc40/p6-recharge-plus-5d/6108915,True,SUV,Volvo,XC40,349900,2023,8000,423.0,69.8,231,7.4,True,Grå,FWD
https://www.bilbasen.dk/brugt/bil/mg/4/nordic-edition-5d/6131380,True,Halvkombi,Mg,4,189700,2024,1000,350.0,50.8,170,7.7,True,Other,RWD
https://www.bilbasen.dk/brugt/bil/kia/ev6/77-long-range-upgrade-5d/6082728,True,Halvkombi,Kia,EV6,429900,2024,2000,528.0,77.4,229,7.5,True,Sølv,RWD
https://www.bilbasen.dk/brugt/bil/peugeot/e-208/50-allure-5d/5396220,True,Halvkombi,Peugeot,E-208,189900,2021,7000,339.0,50.0,136,8.1,False,Sølv,FWD
https://www.bilbasen.dk/brugt/bil/mg/4/luxury-5d/6139432,True,Halvkombi,Mg,4,216995,2023,6500,435.0,64.0,204,8.0,True,Hvid,RWD
https://www.bilbasen.dk/brugt/bil/aiways/u5/premium-5d/6131599,True,SUV,Aiways,U5,259500,2024,0,400.0,60.0,204,7.5,True,Grå,FWD
https://www.bilbasen.dk/brugt/bil/renault/twingo/electric-intens-5d/5725662,True,Mikro,Renault,TWINGO,129500,2021,100,180.0,22.0,82,12.9,False,Hvid,RWD
https://www.bilbasen.dk/brugt/bil/audi/q4-e-tron/45-ultra-5d/6070147,True,CUV,Audi,Q4-E-TRON,519900,2024,5000,531.0,77.0,286,6.7,True,Hvid,RWD
https://www.bilbasen.dk/brugt/bil/ford/mustang-mach-e/extended-range-5d/6007632,True,CUV,Ford,MUSTANG-MACH-E,379900,2022,8000,610.0,91.0,294,7.0,True,Hvid,RWD
https://www.bilbasen.dk/brugt/bil/fiat/500e/icon-pack-3d/6073907,True,Mikro,Fiat,500E,183800,2023,50,316.0,42.0,118,9.0,False,Hvid,FWD
https://www.bilbasen.dk/brugt/bil/ford/mustang-mach-e/premium-extended-range-5d/6109209,True,CUV,Ford,MUSTANG-MACH-E,459900,2023,2000,600.0,99.0,294,7.0,True,Hvid,RWD
https://www.bilbasen.dk/brugt/bil/opel/astra-e/54-blue-limited-5d/6070634,True,Halvkombi,Opel,ASTRA-E,334990,2024,50,412.0,51.0,156,9.8,False,Blå,FWD
https://www.bilbasen.dk/brugt/bil/vw/id3/pro-performance-5d/5989079,True,Halvkombi,Vw,ID3,309800,2023,2000,422.0,58.0,204,7.9,False,Sølv,RWD
https://www.bilbasen.dk/brugt/bil/renault/megane-e-tech/40-equilibre-5d/5763956,True,Halvkombi,Renault,MEGANE-E-TECH,254900,2023,0,296.0,40.0,130,10.0,True,Hvid,FWD
https://www.bilbasen.dk/brugt/bil/fiat/500e/la-prima-3d/6061503,True,Mikro,Fiat,500E,279900,2024,0,326.0,42.0,118,9.0,False,Sort,FWD
https://www.bilbasen.dk/brugt/bil/renault/twingo/electric-intens-5d/6112680,True,Mikro,Renault,TWINGO,129500,2021,100,180.0,22.0,82,12.9,False,Hvid,RWD
https://www.bilbasen.dk/brugt/bil/mercedes/eqe350/4d/6055112,True,Sedan,Mercedes,EQE350,539900,2022,6000,668.0,90.6,292,6.4,True,Sort,RWD
https://www.bilbasen.dk/brugt/bil/mini/cooper-se/essential-3d/6006421,True,Mikro,Mini,COOPER-SE,219900,2023,5000,231.0,32.6,184,7.3,False,Sort,FWD
https://www.bilbasen.dk/brugt/bil/mercedes/eqe350-suv/4matic-5d/6155169,True,SUV,Mercedes,EQE350-SUV,699900,2023,6000,541.0,90.6,292,6.6,True,Sølv,AWD
https://www.bilbasen.dk/brugt/bil/fiat/500e/la-prima-cabrio-2d/6085996,True,Mikro,Fiat,500E,234900,2023,2000,326.0,42.0,118,9.0,False,Grøn,FWD
https://www.bilbasen.dk/brugt/bil/mercedes/eqb350/amg-line-4matic-5d/6150080,True,SUV,Mercedes,EQB350,464900,2023,2000,420.0,66.5,292,6.2,False,Grå,AWD
https://www.bilbasen.dk/brugt/bil/vw/id3/pro-5d/6126190,True,Halvkombi,Vw,ID3,319900,2024,5000,426.0,58.0,204,7.3,False,Other,RWD
https://www.bilbasen.dk/brugt/bil/cupra/born/58-high-5d/6137393,True,Halvkombi,Cupra,BORN,239700,2023,6000,421.0,58.0,204,7.3,False,Grå,RWD
https://www.bilbasen.dk/brugt/bil/vw/id3/pro-s-5d/6143339,True,Halvkombi,Vw,ID3,329900,2023,7500,557.0,76.6,204,7.9,False,Rød,RWD
https://www.bilbasen.dk/brugt/bil/bmw/i4/edrive40-5d/6153895,True,Halvkombi,Bmw,I4,449900,2023,5400,585.0,80.7,340,5.6,True,Sort,RWD
https://www.bilbasen.dk/brugt/bil/kia/ev6/77-long-range-upgrade-5d/6002068,True,Halvkombi,Kia,EV6,389900,2023,5000,528.0,77.4,229,7.5,True,Hvid,RWD
https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-5d/6155780,True,CUV,Vw,ID4,319900,2023,7500,531.0,76.6,204,8.5,True,Blå,RWD
https://www.bilbasen.dk/brugt/bil/audi/q4-e-tron/40-attitude-s-line-5d/6152509,True,CUV,Audi,Q4-E-TRON,429900,2023,6100,504.0,76.6,204,8.5,True,Sort,RWD
https://www.bilbasen.dk/brugt/bil/citron/-c4/50-shine-exclusive-5d/5982366,True,CUV,Citron,-C4,209999,2022,6500,350.0,54.0,136,9.7,False,Other,FWD
https://www.bilbasen.dk/brugt/bil/kia/niro/64-ev-upgrade-5d/5946430,True,CUV,Kia,NIRO,384800,2023,5000,460.0,64.8,204,7.8,True,Blå,FWD
https://www.bilbasen.dk/brugt/bil/vw/id4/pro-5d/6156071,True,CUV,Vw,ID4,289900,2023,5000,531.0,77.0,174,10.4,True,Sølv,RWD
https://www.bilbasen.dk/brugt/bil/vw/idbuzz/life-5d/6158143,True,MPV,Vw,IDBUZZ,399800,2024,0,417.0,82.0,204,10.2,True,Sort,RWD
https://www.bilbasen.dk/brugt/bil/bmw/i4/m50-xdrive-5d/6106449,True,Halvkombi,Bmw,I4,539900,2024,6500,513.0,80.7,544,3.9,True,Other,AWD
https://www.bilbasen.dk/brugt/bil/skoda/enyaq/60-iv-premium-5d/6157934,True,CUV,Skoda,ENYAQ,349995,2024,0,395.0,58.3,179,8.9,True,Sølv,RWD
https://www.bilbasen.dk/brugt/bil/volvo/xc40/recharge-twin-plus-5d/6069383,True,SUV,Volvo,XC40,449900,2023,1000,436.0,82.0,408,4.9,True,Grå,AWD
https://www.bilbasen.dk/brugt/bil/skoda/enyaq/80-iv-loft-5d/6061251,True,CUV,Skoda,ENYAQ,324900,2022,6000,536.0,77.0,204,8.7,True,Hvid,RWD
https://www.bilbasen.dk/brugt/bil/vw/id5/pro-performance-5d/6152802,True,CUV,Vw,ID5,329900,2023,1000,534.0,76.6,204,8.4,True,Other,RWD
https://www.bilbasen.dk/brugt/bil/ford/mustang-mach-e/gt-extended-range-awd-5d/6033652,True,CUV,Ford,MUSTANG-MACH-E,554990,2022,0,500.0,99.0,487,3.8,True,Blå,AWD
https://www.bilbasen.dk/brugt/bil/bmw/i5/edrive40-m-sport-4d/6061751,True,Sedan,Bmw,I5,639900,2024,4500,581.0,81.2,340,6.0,True,Grå,RWD
https://www.bilbasen.dk/brugt/bil/vw/idbuzz/pro-5d/6107484,True,MPV,Vw,IDBUZZ,399900,2024,0,417.0,76.6,204,10.2,True,Sølv,RWD
https://www.bilbasen.dk/brugt/bil/volvo/xc40/recharge-extended-range-plus-5d/6147703,True,SUV,Volvo,XC40,414900,2024,1500,571.0,82.0,252,7.3,True,Beige,RWD
https://www.bilbasen.dk/brugt/bil/mercedes/eqe350/amg-line-4d/6126067,True,Sedan,Mercedes,EQE350,619900,2023,2000,632.0,90.6,292,6.4,True,Grå,RWD
https://www.bilbasen.dk/brugt/bil/vw/id3/pro-s-5d/6156518,True,Halvkombi,Vw,ID3,339900,2023,4000,557.0,76.6,204,7.9,False,Sølv,RWD
https://www.bilbasen.dk/brugt/bil/vw/id3/pro-s-5d/6157299,True,Halvkombi,Vw,ID3,279800,2023,8000,552.0,76.6,204,7.9,False,Hvid,RWD
https://www.bilbasen.dk/brugt/bil/kia/ev6/77-long-range-performance-prestige-awd-5d/6138715,True,Halvkombi,Kia,EV6,407899,2024,0,506.0,77.4,325,5.4,True,Blå,AWD
https://www.bilbasen.dk/brugt/bil/mini/cooper-se/yours-trim-3d/6090237,True,Mikro,Mini,COOPER-SE,209800,2022,6000,231.0,32.6,184,7.3,False,Blå,FWD
https://www.bilbasen.dk/brugt/bil/polestar/2/standard-range-5d/5621256,True,Halvkombi,Polestar,2,419999,2022,5000,414.0,64.0,224,7.4,True,Sort,FWD
https://www.bilbasen.dk/brugt/bil/kia/ev6/77-long-range-performance-gt-line-awd-5d/6031669,True,Halvkombi,Kia,EV6,521898,2024,0,484.0,77.0,325,5.4,True,Rød,AWD
https://www.bilbasen.dk/brugt/bil/mercedes/evito-129/tourer-pro-l/6028864,True,MPV,Mercedes,EVITO-129,499180,2023,300,359.0,90.0,204,3.56,False,Sort,FWD
https://www.bilbasen.dk/brugt/bil/mg/4/luxury-5d/6139334,True,Halvkombi,Mg,4,234800,2024,0,435.0,64.0,204,8.0,True,Sølv,RWD
https://www.bilbasen.dk/brugt/bil/volvo/c40/recharge-extended-range-ultimate-5d/6126247,True,CUV,Volvo,C40,439800,2024,1000,579.0,79.0,252,7.3,True,Sort,RWD
https://www.bilbasen.dk/brugt/bil/vw/id4/pro-5d/6131791,True,CUV,Vw,ID4,315000,2023,2000,531.0,77.0,174,10.4,True,Blå,RWD
https://www.bilbasen.dk/brugt/bil/mercedes/eqa250/amg-line-5d/6069938,True,CUV,Mercedes,EQA250,389800,2023,500,428.0,66.5,190,8.6,True,Sort,FWD
https://www.bilbasen.dk/brugt/bil/vw/id4/gtx-4motion-5d/6096963,True,CUV,Vw,ID4,359900,2023,100,479.0,77.0,299,6.2,True,Hvid,AWD
https://www.bilbasen.dk/brugt/bil/fiat/500e/icon-pack-3d/6088647,True,Mikro,Fiat,500E,184800,2023,0,316.0,42.0,118,9.0,False,Hvid,FWD
https://www.bilbasen.dk/brugt/bil/vw/idbuzz/life-5d/6151140,True,MPV,Vw,IDBUZZ,409900,2023,8000,417.0,76.6,204,10.2,True,Hvid,RWD
https://www.bilbasen.dk/brugt/bil/fiat/500e/icon-pack-cabrio-2d/6158905,True,Mikro,Fiat,500E,189900,2022,6631,301.0,42.0,118,9.0,False,Grå,FWD
https://www.bilbasen.dk/brugt/bil/vw/id3/pro-s-5d/5783643,True,Halvkombi,Vw,ID3,299900,2022,5000,552.0,77.0,204,7.9,False,Grå,RWD
https://www.bilbasen.dk/brugt/bil/skoda/enyaq/60-iv-premium-5d/6103856,True,CUV,Skoda,ENYAQ,349895,2024,0,395.0,58.3,179,8.9,True,Sølv,RWD
https://www.bilbasen.dk/brugt/bil/mercedes/eqc400/amg-line-4matic-5d/6102810,True,SUV,Mercedes,EQC400,599900,2021,8000,410.0,80.0,408,5.1,True,Grå,AWD
https://www.bilbasen.dk/brugt/bil/vw/e-up/5d/6087058,True,Mikro,Vw,E-UP,149900,2021,8000,258.0,36.8,83,11.9,False,Sort,FWD
https://www.bilbasen.dk/brugt/bil/vw/id7/pro-5d/6158438,True,Halvkombi,Vw,ID7,449900,2024,1300,615.0,76.6,286,6.5,True,Sort,RWD
https://www.bilbasen.dk/brugt/bil/mercedes/eqa250/progressive-5d/6155813,True,CUV,Mercedes,EQA250,307900,2023,7600,492.0,66.5,190,8.6,True,Other,FWD
https://www.bilbasen.dk/brugt/bil/kia/ev6/77-long-range-prestige-5d/6034193,True,Halvkombi,Kia,EV6,379900,2024,0,528.0,77.4,229,7.5,True,Other,RWD
https://www.bilbasen.dk/brugt/bil/polestar/2/long-range-5d/6142207,True,Halvkombi,Polestar,2,319900,2023,7000,551.0,78.0,231,7.4,True,Hvid,FWD
https://www.bilbasen.dk/brugt/bil/volvo/c40/p8-recharge-ultimate-5d/6159088,True,CUV,Volvo,C40,399900,2023,1500,418.0,78.0,408,4.7,True,Hvid,AWD
https://www.bilbasen.dk/brugt/bil/vw/id4/pro-5d/6076382,True,CUV,Vw,ID4,364900,2024,8000,538.0,77.0,286,6.44,True,Other,RWD
https://www.bilbasen.dk/brugt/bil/vw/idbuzz/style-75-years-edition-5d/5992581,True,MPV,Vw,IDBUZZ,534900,2023,6000,409.0,77.0,204,10.2,True,Blå,RWD
https://www.bilbasen.dk/brugt/bil/tesla/model-y/rwd-5d/6144127,True,CUV,Tesla,MODEL-Y,369900,2024,0,455.0,57.0,299,6.9,True,Sort,RWD
https://www.bilbasen.dk/brugt/bil/cupra/born/58-e-boost-5d/6101170,True,Halvkombi,Cupra,BORN,269800,2023,0,416.0,62.0,231,6.6,False,Sølv,RWD
https://www.bilbasen.dk/brugt/bil/mercedes/eqa250/amg-line-5d/6096431,True,CUV,Mercedes,EQA250,414900,2023,999,492.0,66.5,190,8.6,True,Sort,FWD
https://www.bilbasen.dk/brugt/bil/polestar/2/performance-awd-5d/6121363,True,Halvkombi,Polestar,2,399900,2023,6000,468.0,78.0,476,4.4,True,Sort,AWD
https://www.bilbasen.dk/brugt/bil/polestar/2/long-range-awd-5d/6124359,True,Halvkombi,Polestar,2,369900,2022,5500,469.0,78.0,408,4.7,True,Blå,AWD
https://www.bilbasen.dk/brugt/bil/hyundai/kona/65-ev-ultimate-5d/5955853,True,CUV,Hyundai,KONA,349900,2024,4000,512.0,65.0,217,7.8,True,Grå,FWD
https://www.bilbasen.dk/brugt/bil/skoda/enyaq/80-iv-sportline-5d/6125198,True,CUV,Skoda,ENYAQ,439900,2023,150,531.0,76.6,204,8.7,True,Sort,RWD
https://www.bilbasen.dk/brugt/bil/maxus/et90/88-pick-up-4d/5740668,True,SUV,Maxus,ET90,589881,2023,0,336.0,88.7,177,3.56,True,Blå,RWD
https://www.bilbasen.dk/brugt/bil/volvo/c40/recharge-twin-plus-5d/6099367,True,CUV,Volvo,C40,414900,2024,2000,418.0,78.0,408,4.7,True,Sort,AWD
https://www.bilbasen.dk/brugt/bil/mercedes/eqe300/amg-line-4d/6098163,True,Sedan,Mercedes,EQE300,497700,2023,1000,630.0,89.0,245,7.3,True,Hvid,RWD
https://www.bilbasen.dk/brugt/bil/vw/id5/gtx-4motion-5d/6132240,True,CUV,Vw,ID5,429800,2023,0,510.0,77.0,299,6.3,True,Rød,AWD
https://www.bilbasen.dk/brugt/bil/mercedes/eqa250/5d/6146602,True,CUV,Mercedes,EQA250,399900,2023,7000,530.0,70.5,190,8.6,True,Sort,FWD
https://www.bilbasen.dk/brugt/bil/ford/mustang-mach-e/premium-extended-range-5d/5985642,True,CUV,Ford,MUSTANG-MACH-E,434700,2023,5000,600.0,91.0,294,7.0,True,Sort,RWD
https://www.bilbasen.dk/brugt/bil/kia/ev6/77-long-range-gt-line-5d/6149500,True,Halvkombi,Kia,EV6,379900,2024,100,510.0,77.4,229,7.5,True,Sort,RWD
https://www.bilbasen.dk/brugt/bil/volvo/c40/recharge-extended-range-plus-5d/6127361,True,CUV,Volvo,C40,397800,2024,950,579.0,79.0,252,7.3,True,Blå,RWD
https://www.bilbasen.dk/brugt/bil/opel/mokka-e/50-gs-line-5d/5980063,True,CUV,Opel,MOKKA-E,199900,2022,500,335.0,45.0,136,9.0,False,Grå,FWD
https://www.bilbasen.dk/brugt/bil/mercedes/eqa250/amg-line-5d/5994965,True,CUV,Mercedes,EQA250,349900,2021,5000,419.0,66.5,190,8.9,True,Grå,FWD
https://www.bilbasen.dk/brugt/bil/ford/mustang-mach-e/extended-range-5d/6152067,True,CUV,Ford,MUSTANG-MACH-E,325900,2023,6800,600.0,88.0,294,7.0,True,Other,RWD
https://www.bilbasen.dk/brugt/bil/vw/e-up/active-5d/6143355,True,Mikro,Vw,E-UP,144900,2022,5000,260.0,32.3,83,11.9,False,Hvid,FWD
https://www.bilbasen.dk/brugt/bil/audi/q4-e-tron/40-attitude-s-line-5d/6142870,True,CUV,Audi,Q4-E-TRON,464900,2024,5000,504.0,76.6,204,8.5,True,Blå,RWD
https://www.bilbasen.dk/brugt/bil/mg/zs/70-comfort-5d/6150055,True,CUV,Mg,ZS,229900,2023,50,440.0,69.9,156,8.6,True,Rød,FWD
https://www.bilbasen.dk/brugt/bil/kia/niro/64-ev-upgrade-5d/5941571,True,CUV,Kia,NIRO,395898,2024,0,460.0,64.8,204,7.8,True,Sort,FWD
https://www.bilbasen.dk/brugt/bil/mini/cooper-se/essential-3d/6154965,True,Mikro,Mini,COOPER-SE,194900,2022,2500,231.0,49.0,184,7.3,False,Sort,FWD
https://www.bilbasen.dk/brugt/bil/mini/cooper-se/cabriolet-2d/6121376,True,Cabriolet,Mini,COOPER-SE,419900,2024,3000,201.0,28.9,184,8.2,False,Sort,FWD
https://www.bilbasen.dk/brugt/bil/opel/mokka-e/50-elegance-5d/6140287,True,CUV,Opel,MOKKA-E,209900,2023,50,318.0,50.0,136,9.0,False,Grå,FWD
https://www.bilbasen.dk/brugt/bil/nissan/leaf/40-tekna-5d/5479592,True,Halvkombi,Nissan,LEAF,199900,2022,1000,270.0,40.0,147,7.9,False,Hvid,FWD
https://www.bilbasen.dk/brugt/bil/mazda/mx-30/e-skyactiv-makoto-5d/6150829,True,CUV,Mazda,MX-30,209800,2022,6000,200.0,35.5,145,9.7,False,Grå,FWD
https://www.bilbasen.dk/brugt/bil/bmw/i5/edrive40-m-sport-4d/6149308,True,Sedan,Bmw,I5,699900,2024,7000,572.0,81.2,340,6.0,True,Grå,RWD
https://www.bilbasen.dk/brugt/bil/volvo/xc40/recharge-extended-range-ultimate-5d/6135879,True,SUV,Volvo,XC40,445000,2024,8000,571.0,82.0,252,7.3,True,Grå,RWD
https://www.bilbasen.dk/brugt/bil/opel/mokka-e/50-elegance-5d/6156316,True,CUV,Opel,MOKKA-E,209900,2023,50,338.0,45.0,136,9.0,False,Grå,FWD
https://www.bilbasen.dk/brugt/bil/hyundai/ioniq-5/77-ultimate-5d/6072826,True,Halvkombi,Hyundai,IONIQ-5,384900,2024,2000,507.0,77.4,229,7.4,True,Grå,RWD
https://www.bilbasen.dk/brugt/bil/mercedes/eqa250/amg-line-5d/6074471,True,CUV,Mercedes,EQA250,434900,2023,4000,424.0,66.5,190,8.6,True,Hvid,FWD
https://www.bilbasen.dk/brugt/bil/ford/mustang-mach-e/premium-extended-range-awd-5d/6157810,True,CUV,Ford,MUSTANG-MACH-E,496990,2024,0,550.0,91.0,351,5.8,True,Other,AWD
https://www.bilbasen.dk/brugt/bil/kia/niro/64-ev-upgrade-5d/6140769,True,CUV,Kia,NIRO,319895,2024,50,460.0,64.8,204,7.8,True,Hvid,FWD
https://www.bilbasen.dk/brugt/bil/mercedes/eqe350-suv/amg-line-4matic-5d/6103096,True,SUV,Mercedes,EQE350-SUV,1024900,2023,7000,541.0,90.6,292,6.6,True,Grå,AWD
https://www.bilbasen.dk/brugt/bil/mercedes/eqb300/electric-art-4matic-7prs-5d/5956875,True,SUV,Mercedes,EQB300,419900,2022,6000,436.0,75.7,228,8.0,True,Hvid,AWD
https://www.bilbasen.dk/brugt/bil/bmw/ix3/charged-plus-m-sport-5d/6154901,True,SUV,Bmw,IX3,549900,2024,1000,461.0,74.0,286,6.8,True,Grå,RWD
https://www.bilbasen.dk/brugt/bil/renault/megane-e-tech/60-techno-5d/6156384,True,Halvkombi,Renault,MEGANE-E-TECH,299900,2023,100,450.0,60.0,220,7.4,True,Hvid,FWD
https://www.bilbasen.dk/brugt/bil/kia/e-niro/64-advance-5d/6067561,True,CUV,Kia,E-NIRO,319900,2022,340,455.0,64.0,204,7.8,False,Sort,FWD
https://www.bilbasen.dk/brugt/bil/ford/mustang-mach-e/extended-range-awd-5d/6140800,True,CUV,Ford,MUSTANG-MACH-E,389900,2023,400,600.0,88.0,351,5.8,True,Blå,AWD
https://www.bilbasen.dk/brugt/bil/vw/id4/gtx-4motion-5d/6064803,True,CUV,Vw,ID4,359900,2023,100,479.0,77.0,299,6.2,True,Hvid,AWD
https://www.bilbasen.dk/brugt/bil/mg/5/luxury-5d/6030238,True,St.car,Mg,5,219900,2023,0,380.0,61.1,156,8.3,True,Rød,FWD
https://www.bilbasen.dk/brugt/bil/cupra/born/58-high-5d/6103467,True,Halvkombi,Cupra,BORN,234900,2022,6400,421.0,58.0,204,7.3,False,Hvid,RWD
https://www.bilbasen.dk/brugt/bil/cupra/born/58-high-5d/6142719,True,Halvkombi,Cupra,BORN,229900,2022,7000,421.0,62.0,204,7.3,False,Grå,RWD
https://www.bilbasen.dk/brugt/bil/opel/mokka-e/50-gs-line-5d/6111659,True,CUV,Opel,MOKKA-E,184900,2022,6000,327.0,50.0,136,9.0,False,Blå,FWD
https://www.bilbasen.dk/brugt/bil/renault/megane-e-tech/60-techno-5d/6152530,True,Halvkombi,Renault,MEGANE-E-TECH,289900,2023,6000,450.0,60.0,220,7.4,True,Grå,FWD
https://www.bilbasen.dk/brugt/bil/opel/corsa-e/50-life-pack-5d/5979878,True,Halvkombi,Opel,CORSA-E,198800,2023,2000,359.0,45.0,136,8.1,False,Hvid,FWD
https://www.bilbasen.dk/brugt/bil/mercedes/eqe350-suv/amg-line-4matic-5d/6134021,True,SUV,Mercedes,EQE350-SUV,869800,2023,6000,514.0,90.6,292,6.6,True,Sort,AWD
https://www.bilbasen.dk/brugt/bil/mg/4/luxury-5d/6115900,True,Halvkombi,Mg,4,239900,2024,100,435.0,64.0,204,8.0,True,Sort,RWD
https://www.bilbasen.dk/brugt/bil/vw/id5/pro-performance-75-years-edition-5d/5982132,True,CUV,Vw,ID5,339900,2023,200,534.0,76.6,204,8.4,True,Sort,RWD
https://www.bilbasen.dk/brugt/bil/opel/corsa-e/50-ultimate-5d/5717207,True,Halvkombi,Opel,CORSA-E,258800,2023,3198,334.0,50.0,136,8.1,False,Sort,FWD
https://www.bilbasen.dk/brugt/bil/audi/q8-e-tron/55-prestige-quattro-5d/6041185,True,SUV,Audi,Q8-E-TRON,849900,2023,1000,592.0,114.0,408,5.9,True,Grå,AWD
https://www.bilbasen.dk/brugt/bil/vw/id4/gtx-4motion-5d/6098868,True,CUV,Vw,ID4,419900,2023,50,490.0,76.6,299,6.2,True,Grå,AWD
https://www.bilbasen.dk/brugt/bil/vw/e-golf-vii/5d/6097410,True,Halvkombi,Vw,E-GOLF-VII,159700,2020,7000,231.0,32.0,136,9.6,False,Blå,FWD
https://www.bilbasen.dk/brugt/bil/vw/id7/pro-5d/6159143,True,Halvkombi,Vw,ID7,449900,2024,1650,615.0,76.6,286,6.5,True,Sort,RWD
https://www.bilbasen.dk/brugt/bil/skoda/enyaq/60-iv-premium-5d/6132883,True,CUV,Skoda,ENYAQ,349995,2024,0,395.0,58.3,179,8.9,True,Sort,RWD
https://www.bilbasen.dk/brugt/bil/vw/id3/max-5d/6135403,True,Halvkombi,Vw,ID3,363575,2024,0,557.0,76.6,204,7.9,False,Sort,RWD
https://www.bilbasen.dk/brugt/bil/fiat/500e/mono-3d/6085703,True,Mikro,Fiat,500E,184800,2024,500,326.0,42.0,118,9.0,False,Hvid,FWD
https://www.bilbasen.dk/brugt/bil/citron/-c4/50-shine-sport-5d/5525372,True,CUV,Citron,-C4,254700,2022,41,348.0,45.0,136,9.7,False,Grå,FWD
https://www.bilbasen.dk/brugt/bil/subaru/solterra/touring-5d/6148110,True,CUV,Subaru,SOLTERRA,374900,2024,0,415.0,64.0,218,6.9,True,Other,AWD
https://www.bilbasen.dk/brugt/bil/fiat/500e/la-prima-cabrio-2d/6031241,True,Mikro,Fiat,500E,229900,2022,100,299.0,37.3,118,9.0,False,Grøn,FWD
https://www.bilbasen.dk/brugt/bil/vw/e-golf-vii/unlimited-5d/6131773,True,Halvkombi,Vw,E-GOLF-VII,169900,2020,8000,231.0,32.0,136,9.6,False,Grå,FWD
https://www.bilbasen.dk/brugt/bil/polestar/2/long-range-awd-5d/5633449,True,Halvkombi,Polestar,2,369900,2022,7000,469.0,78.0,408,4.7,True,Blå,AWD
https://www.bilbasen.dk/brugt/bil/vw/idbuzz/style-75-years-edition-5d/6134636,True,MPV,Vw,IDBUZZ,486778,2024,0,409.0,76.6,204,10.2,True,Blå,RWD
https://www.bilbasen.dk/brugt/bil/bmw/i5/edrive40-m-sport-4d/6110667,True,Sedan,Bmw,I5,649000,2024,3000,572.0,81.2,340,6.0,True,Grå,RWD
https://www.bilbasen.dk/brugt/bil/audi/q4-e-tron/35-s-line-5d/6152830,True,CUV,Audi,Q4-E-TRON,329700,2023,7000,326.0,52.0,170,9.0,True,Grå,RWD
https://www.bilbasen.dk/brugt/bil/jac/e-js4/5d/6011730,True,CUV,Jac,E-JS4,279800,2024,0,434.0,65.7,193,8.84,True,Other,FWD
