Link,Brand,Model,Variant,Price,Modelår,1. registrering,Kilometertal,Drivmiddel,Rækkevidde,Batterikapacitet,Energiforbrug,Hjemmeopladning AC,Hurtig opladning DC,Opladningstid DC 10-80%,Periodisk afgift,Ydelse,Acceleration,Tophastighed,Trækvægt,Farve,Nypris,Kategori,Type,Bagagerumsstørrelse,Vægt,Bredde,Længde,Højde,Lasteevne,Max. trækvægt m/bremse,Trækhjul,ABS-bremser,ESP,Airbags,Døre,Produceret,Error
https://www.bilbasen.dk/brugt/bil/porsche/taycan-4/performance-cross-turismo-5d/6113907,Porsche,TAYCAN-4,Performance cross,764.900 kr.,2022.0,1/2022,55.000 km,El,(WLTP) 456 km,"93,4 kWh",224 Wh/km,-,-,-,780 kr. / år,380 hk/500 nm,"5,1 sek.",220 km/t,-,Gråmetal,908.124 kr.,Personbil,Halvkombi,446 liter,2.245 kg,197 cm,497 cm,141 cm,640 kg,-,Firehjulstræk,Ja,Ja,6,5,,
https://www.bilbasen.dk/brugt/bil/opel/mokka-e/50-gs-line-5d/6120072,Opel,MOKKA-E,50 gs,184.800 kr.,2022.0,11/2022,7.200 km,El,(WLTP) 324 km,"50,0 kWh",159 Wh/km,-,-,-,780 kr. / år,136 hk/260 nm,"9,0 sek.",150 km/t,-,Sortmetal,-,Personbil,CUV,310 liter,1.498 kg,179 cm,415 cm,152 cm,517 kg,-,Forhjulstræk,Ja,Ja,6,5,,
https://www.bilbasen.dk/brugt/bil/mercedes/eqe350-suv/amg-line-4matic-5d/6103097,Mercedes,EQE350-SUV,Amg line,824.900 kr.,2023.0,10/2023,12.000 km,El,(WLTP) 541 km,"90,6 kWh",190 Wh/km,-,-,-,780 kr. / år,292 hk/765 nm,"6,6 sek.",210 km/t,1.800 kg,Grå,-,Personbil,SUV,520 liter,2.480 kg,194 cm,486 cm,169 cm,615 kg,1.800 kg,Firehjulstræk,Ja,Ja,7,5,,
https://www.bilbasen.dk/brugt/bil/opel/mokka-e/50-elegance-5d/6139357,Opel,MOKKA-E,50,209.900 kr.,2023.0,10/2023,50 km,El,(WLTP) 318 km,"50,0 kWh",156 Wh/km,-,-,-,780 kr. / år,136 hk/260 nm,"9,0 sek.",150 km/t,-,Gråmetal,-,Personbil,CUV,310 liter,1.498 kg,179 cm,415 cm,152 cm,517 kg,-,Forhjulstræk,Ja,Ja,6,5,,
https://www.bilbasen.dk/brugt/bil/polestar/2/performance-awd-5d/6070552,Polestar,2,Performance,389.000 kr.,2022.0,8/2022,9.800 km,El,(WLTP) 468 km,"78,0 kWh",200 Wh/km,"11,0 kW",149 kW,31 min,780 kr. / år,476 hk/680 nm,"4,4 sek.",205 km/t,1.500 kg,Hvidmetal,476.044 kr.,Personbil,Halvkombi,405 liter,2.100 kg,180 cm,461 cm,148 cm,400 kg,1.500 kg,Firehjulstræk,Ja,Ja,-,5,,
https://www.bilbasen.dk/brugt/bil/ford/explorer/premium-extended-range-5d/6124246,Ford,EXPLORER,Premium extended,359.900 kr.,2024.0,-/-,(ny bil),El,(WLTP) 566 km,"77,0 kWh",157 Wh/km,-,-,-,-,286 hk/545 nm,"6,4 sek.",180 km/t,-,-,355.524 kr.,Personbil,SUV,536 liter,-,-,457 cm,163 cm,-,-,Baghjulstræk,Ja,Ja,6,5,,
https://www.bilbasen.dk/brugt/bil/vw/id3/style-5d/6131542,Vw,ID3,Style,309.900 kr.,2024.0,-/-,(ny bil),El,(WLTP) 432 km,"58,0 kWh",149 Wh/km,"11,0 kW",120 kW,35 min,-,204 hk/310 nm,"7,3 sek.",160 km/t,-,Sortmetal,305.615 kr.,Personbil,Halvkombi,385 liter,1.713 kg,181 cm,426 cm,157 cm,557 kg,-,Baghjulstræk,Ja,Ja,7,5,,
https://www.bilbasen.dk/brugt/bil/vw/e-golf-vii/5d/5993644,Vw,E-GOLF-VII,5d,182.500 kr.,2020.0,3/2020,29.000 km,El,(WLTP) 231 km,"35,8 kWh",154 Wh/km,-,-,-,780 kr. / år,136 hk/290 nm,"9,6 sek.",150 km/t,-,Sortmetal,-,Personbil,Halvkombi,380 liter,1.515 kg,180 cm,427 cm,148 cm,505 kg,-,Forhjulstræk,Ja,Ja,7,5,,
https://www.bilbasen.dk/brugt/bil/vw/e-up/5d/6132168,Vw,E-UP,5d,169.700 kr.,2021.0,12/2021,(ny bil),El,(WLTP) 260 km,"32,3 kWh",144 Wh/km,-,-,-,780 kr. / år,83 hk/210 nm,"11,9 sek.",130 km/t,-,Sortmetal,155.815 kr.,Personbil,Mikro,251 liter,1.135 kg,165 cm,360 cm,149 cm,395 kg,-,Forhjulstræk,Ja,Ja,6,5,,
https://www.bilbasen.dk/brugt/bil/peugeot/e-208/50-active-pack-5d/6133401,Peugeot,E-208,50 active,149.800 kr.,2022.0,12/2021,51.000 km,El,(WLTP) 362 km,"45,0 kWh",155 Wh/km,-,-,-,780 kr. / år,136 hk/260 nm,"8,1 sek.",150 km/t,-,Gråmetal,301.811 kr.,Personbil,Halvkombi,265 liter,1.222 kg,177 cm,405 cm,143 cm,423 kg,-,Forhjulstræk,Ja,Ja,6,5,,
https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-1st-5d/6139779,Vw,ID4,Pro performance,259.900 kr.,2021.0,4/2021,57.000 km,El,(WLTP) 490 km,"76,6 kWh",184 Wh/km,-,-,-,780 kr. / år,204 hk/310 nm,"8,5 sek.",160 km/t,1.000 kg,Blåmetal,-,Personbil,CUV,543 liter,2.085 kg,185 cm,459 cm,163 cm,575 kg,1.000 kg,Baghjulstræk,Ja,Ja,7,5,,
https://www.bilbasen.dk/brugt/bil/vw/e-up/5d/6010690,Vw,E-UP,5d,119.999 kr.,2020.0,6/2020,29.000 km,El,(WLTP) 133 km,"36,8 kWh",145 Wh/km,-,-,-,780 kr. / år,82 hk/210 nm,"11,9 sek.",130 km/t,-,Blå,-,Personbil,Mikro,251 liter,1.135 kg,165 cm,360 cm,149 cm,395 kg,-,Forhjulstræk,Ja,Ja,6,5,,
https://www.bilbasen.dk/brugt/bil/toyota/bz4x/active-5d/6144336,Toyota,BZ4X,Active,279.800 kr.,2022.0,6/2022,22.000 km,El,(WLTP) 504 km,"64,0 kWh",147 Wh/km,-,-,-,780 kr. / år,204 hk/265 nm,"7,5 sek.",160 km/t,750 kg,Sølvmetal,415.810 kr.,Personbil,CUV,452 liter,1.920 kg,185 cm,469 cm,165 cm,275 kg,750 kg,Forhjulstræk,Ja,Ja,-,5,,
https://www.bilbasen.dk/brugt/bil/audi/e-tron-gt/quattro-4d/5963512,Audi,E-TRON-GT,Quattro,799.900 kr.,2022.0,2/2022,18.000 km,El,(WLTP) 479 km,"83,7 kWh",203 Wh/km,-,-,-,780 kr. / år,476 hk/630 nm,"4,1 sek.",245 km/t,-,Grønmetal,970.812 kr.,Personbil,Sedan,350 liter,2.350 kg,196 cm,499 cm,141 cm,490 kg,-,Firehjulstræk,Ja,Ja,6,4,,
https://www.bilbasen.dk/brugt/bil/bmw/ix1/xdrive30-fully-charged-5d/6006878,Bmw,IX1,Xdrive30 fully,489.000 kr.,2023.0,8/2023,3.000 km,El,(WLTP) 429 km,"64,7 kWh",174 Wh/km,-,-,-,780 kr. / år,313 hk/494 nm,"5,7 sek.",180 km/t,1.200 kg,Sølvmetal,583.037 kr.,Personbil,CUV,490 liter,1.800 kg,185 cm,450 cm,164 cm,780 kg,1.200 kg,Firehjulstræk,Ja,Ja,6,5,5/2023,
https://www.bilbasen.dk/brugt/bil/tesla/model-3/rwd-4d/6094799,Tesla,MODEL-3,Rwd,297.000 kr.,2021.0,12/2021,39.000 km,El,(WLTP) 495 km,"60,0 kWh",144 Wh/km,-,-,-,780 kr. / år,325 hk/420 nm,"6,1 sek.",225 km/t,1.000 kg,Hvid,405.810 kr.,Personbil,Sedan,542 liter,1.835 kg,185 cm,469 cm,144 cm,314 kg,1.000 kg,Baghjulstræk,Ja,Ja,6,4,,
https://www.bilbasen.dk/brugt/bil/kia/ev6/77-long-range-performance-gt-line-awd-5d/6093480,Kia,EV6,77 long range performance gt line,409.000 kr.,2023.0,2/2023,15.000 km,El,(WLTP) 506 km,"72,5 kWh",172 Wh/km,-,-,-,780 kr. / år,325 hk/605 nm,"5,4 sek.",185 km/t,1.600 kg,Hvidmetal,490.618 kr.,Personbil,Halvkombi,510 liter,2.040 kg,189 cm,470 cm,155 cm,510 kg,1.600 kg,Firehjulstræk,Ja,Ja,6,5,,
https://www.bilbasen.dk/brugt/bil/audi/e-tron/55-advanced-quattro-5d/6008511,Audi,E-TRON,55 advanced,419.900 kr.,2020.0,7/2019,52.000 km,El,(WLTP) 424 km,"95,0 kWh",228 Wh/km,-,-,-,880 kr. / år,408 hk/664 nm,"5,7 sek.",200 km/t,1.800 kg,Blåmetal,803.009 kr.,Personbil,SUV,660 liter,2.565 kg,194 cm,490 cm,163 cm,565 kg,1.800 kg,Firehjulstræk,Ja,Ja,6,5,,
https://www.bilbasen.dk/brugt/bil/mercedes/eqa250/amg-line-5d/6079044,Mercedes,EQA250,Amg,399.900 kr.,2022.0,3/2022,36.000 km,El,(WLTP) 416 km,-,182 Wh/km,-,-,-,780 kr. / år,190 hk/375 nm,"8,9 sek.",160 km/t,750 kg,Sort,-,Personbil,CUV,340 liter,2.040 kg,183 cm,446 cm,162 cm,430 kg,750 kg,Forhjulstræk,Ja,Ja,7,5,,
https://www.bilbasen.dk/brugt/bil/smart/fortwo/eq-cabriolet-2d/6138745,Smart,FORTWO,Eq,139.500 kr.,2021.0,2/2021,12.000 km,El,(WLTP) 129 km,"16,7 kWh",218 Wh/km,-,-,-,780 kr. / år,82 hk/160 nm,"11,9 sek.",130 km/t,-,Rødmetal,220.920 kr.,Personbil,Mikro,-,1.125 kg,166 cm,270 cm,156 cm,215 kg,-,Baghjulstræk,Ja,Ja,5,2,,
https://www.bilbasen.dk/brugt/bil/mg/5/luxury-5d/6138277,Mg,5,Luxury,229.900 kr.,2024.0,3/2024,50 km,El,(WLTP) 380 km,"57,0 kWh",179 Wh/km,-,-,-,780 kr. / år,156 hk/280 nm,"8,3 sek.",185 km/t,500 kg,Sortmetal,275.620 kr.,Personbil,St.car,479 liter,1.562 kg,182 cm,460 cm,154 cm,455 kg,500 kg,Forhjulstræk,Ja,Ja,-,5,,
https://www.bilbasen.dk/brugt/bil/mercedes/eqa300/amg-line-4matic-5d/6146906,Mercedes,EQA300,Amg line,409.900 kr.,2023.0,4/2023,13.000 km,El,(WLTP) 430 km,"75,7 kWh",175 Wh/km,-,-,-,780 kr. / år,228 hk/390 nm,"7,7 sek.",160 km/t,1.800 kg,Sort,-,Personbil,CUV,340 liter,2.105 kg,183 cm,446 cm,162 cm,430 kg,1.800 kg,Firehjulstræk,Ja,Ja,7,5,,
https://www.bilbasen.dk/brugt/bil/vw/id3/pro-performance-tech-5d/6140717,Vw,ID3,Pro performance,229.900 kr.,2021.0,11/2020,18.000 km,El,(WLTP) 422 km,"58,0 kWh",156 Wh/km,-,-,-,780 kr. / år,204 hk/310 nm,"7,3 sek.",160 km/t,-,Grå,-,Personbil,Halvkombi,385 liter,1.805 kg,181 cm,426 cm,157 cm,465 kg,-,Baghjulstræk,Ja,Ja,7,5,,
https://www.bilbasen.dk/brugt/bil/vw/e-up/5d/6021640,Vw,E-UP,5d,199.900 kr.,2024.0,11/2023,2.500 km,El,(WLTP) 259 km,"36,8 kWh",144 Wh/km,-,-,-,780 kr. / år,83 hk/210 nm,"11,9 sek.",130 km/t,-,Sort,208.715 kr.,Personbil,Mikro,251 liter,1.135 kg,165 cm,360 cm,149 cm,395 kg,-,Forhjulstræk,Ja,Ja,6,5,,
https://www.bilbasen.dk/brugt/bil/mercedes/eqc400/amg-line-4matic-5d/6112724,Mercedes,EQC400,Amg line,579.900 kr.,2023.0,9/2023,13.000 km,El,(WLTP) 400 km,"80,0 kWh",228 Wh/km,-,-,-,780 kr. / år,408 hk/760 nm,"5,1 sek.",180 km/t,1.800 kg,Sølvmetal,-,Personbil,SUV,500 liter,2.395 kg,188 cm,476 cm,162 cm,545 kg,1.800 kg,Firehjulstræk,Nej,Ja,7,5,2/2023,
https://www.bilbasen.dk/brugt/bil/mercedes/eqe350/electric-art-4d/6112424,Mercedes,EQE350,Electric,574.900 kr.,2023.0,9/2023,16.000 km,El,(WLTP) 619 km,"89,0 kWh",162 Wh/km,-,-,-,780 kr. / år,292 hk/565 nm,"6,4 sek.",210 km/t,750 kg,Hvidmetal,-,Personbil,Sedan,430 liter,2.285 kg,196 cm,495 cm,151 cm,595 kg,750 kg,Baghjulstræk,Ja,Ja,7,4,3/2023,
https://www.bilbasen.dk/brugt/bil/polestar/2/long-range-5d/6047822,Polestar,2,Long,414.900 kr.,2024.0,8/2023,13.500 km,El,(WLTP) 635 km,"82,0 kWh",129 Wh/km,-,-,-,780 kr. / år,299 hk/490 nm,"6,2 sek.",205 km/t,1.500 kg,Gråmetal,410.620 kr.,Personbil,Halvkombi,405 liter,1.910 kg,186 cm,461 cm,148 cm,580 kg,1.500 kg,Baghjulstræk,Ja,Ja,-,5,,
https://www.bilbasen.dk/brugt/bil/skoda/enyaq/80-iv-sportline-5d/6138327,Skoda,ENYAQ,80 iv,389.900 kr.,2023.0,3/2023,19.000 km,El,(WLTP) 531 km,"76,6 kWh",162 Wh/km,-,-,-,780 kr. / år,204 hk/310 nm,"8,7 sek.",160 km/t,1.000 kg,Blåmetal,474.449 kr.,Personbil,CUV,585 liter,2.042 kg,188 cm,465 cm,162 cm,570 kg,1.000 kg,Baghjulstræk,Ja,Ja,7,5,,
https://www.bilbasen.dk/brugt/bil/tesla/model-3/performance-awd-4d/6138818,Tesla,MODEL-3,Performance,329.800 kr.,2023.0,11/2022,5.000 km,El,(WLTP) 547 km,"82,0 kWh",165 Wh/km,"11,0 kW",250 kW,27 min,780 kr. / år,513 hk/-,"3,3 sek.",261 km/t,-,Hvidmetal,422.710 kr.,Personbil,Sedan,542 liter,1.847 kg,184 cm,469 cm,144 cm,385 kg,-,Firehjulstræk,Ja,Ja,6,4,,
https://www.bilbasen.dk/brugt/bil/byd/atto-3/60-design-5d/6078625,Byd,ATTO-3,60,264.700 kr.,2023.0,11/2023,2.000 km,El,(WLTP) 420 km,"60,5 kWh",160 Wh/km,-,-,-,780 kr. / år,204 hk/310 nm,"7,3 sek.",160 km/t,-,Gråmetal,295.715 kr.,Personbil,CUV,440 liter,1.750 kg,188 cm,446 cm,162 cm,410 kg,-,Forhjulstræk,Ja,Ja,-,5,,
https://www.bilbasen.dk/brugt/bil/volvo/xc40/recharge-extended-range-ultimate-5d/6135604,Volvo,XC40,Recharge extended range,449.900 kr.,2024.0,2/2024,1.105 km,El,(WLTP) 571 km,"82,0 kWh",169 Wh/km,-,-,-,780 kr. / år,252 hk/420 nm,"7,3 sek.",180 km/t,1.500 kg,Beigemetal,434.511 kr.,Personbil,SUV,452 liter,1.975 kg,190 cm,443 cm,165 cm,545 kg,1.500 kg,Baghjulstræk,Ja,Ja,6,5,,
https://www.bilbasen.dk/brugt/bil/bmw/i4/edrive35-5d/6112355,Bmw,I4,Edrive35,395.000 kr.,2023.0,2/2023,12.000 km,El,(WLTP) 478 km,"66,0 kWh",160 Wh/km,-,-,-,780 kr. / år,286 hk/400 nm,"6,0 sek.",190 km/t,1.600 kg,Gråmetal,475.675 kr.,Personbil,Halvkombi,470 liter,2.152 kg,185 cm,478 cm,145 cm,393 kg,1.600 kg,Baghjulstræk,Ja,Ja,6,5,,
https://www.bilbasen.dk/brugt/bil/jac/e-js4/5d/5802402,Jac,E-JS4,5d,286.375 kr.,2023.0,5/2023,-,El,(WLTP) 433 km,"65,7 kWh",176 Wh/km,-,-,-,780 kr. / år,193 hk/340 nm,-,140 km/t,1.200 kg,Koksmetal,335.620 kr.,Personbil,CUV,520 liter,1.690 kg,180 cm,441 cm,166 cm,375 kg,1.200 kg,Forhjulstræk,Ja,Ja,6,5,,
https://www.bilbasen.dk/brugt/bil/mini/cooper-se/essential-3d/6006421,Mini,COOPER-SE,Essential,219.900 kr.,2023.0,3/2023,5.000 km,El,(WLTP) 231 km,"32,6 kWh",154 Wh/km,-,-,-,780 kr. / år,184 hk/270 nm,"7,3 sek.",150 km/t,-,Sortmetal,272.768 kr.,Personbil,Mikro,211 liter,1.340 kg,173 cm,385 cm,145 cm,435 kg,-,Forhjulstræk,Ja,Ja,6,3,,
https://www.bilbasen.dk/brugt/bil/vw/id3/pro-performance-5d/6024891,Vw,ID3,Pro,199.900 kr.,2021.0,12/2020,41.000 km,El,(WLTP) 422 km,"58,0 kWh",156 Wh/km,-,-,-,780 kr. / år,204 hk/310 nm,"7,9 sek.",160 km/t,-,Grå,295.815 kr.,Personbil,Halvkombi,385 liter,1.794 kg,181 cm,426 cm,157 cm,466 kg,-,Baghjulstræk,Ja,Ja,7,5,,
https://www.bilbasen.dk/brugt/bil/tesla/model-3/long-range-awd-4d/6053630,Tesla,MODEL-3,Long range,309.900 kr.,2022.0,12/2022,17.500 km,El,(WLTP) 629 km,"75,0 kWh",147 Wh/km,-,-,-,780 kr. / år,498 hk/-,"4,4 sek.",233 km/t,1.000 kg,Blåmetal,475.812 kr.,Personbil,Sedan,542 liter,1.847 kg,185 cm,469 cm,144 cm,333 kg,1.000 kg,Firehjulstræk,Ja,Ja,6,4,,
https://www.bilbasen.dk/brugt/bil/ford/mustang-mach-e/extended-range-5d/6059116,Ford,MUSTANG-MACH-E,Extended,324.900 kr.,2021.0,12/2021,32.000 km,El,(WLTP) 610 km,"99,0 kWh",165 Wh/km,-,-,-,780 kr. / år,294 hk/415 nm,"7,0 sek.",180 km/t,750 kg,Sort,435.719 kr.,Personbil,CUV,483 liter,2.160 kg,188 cm,471 cm,160 cm,445 kg,750 kg,Baghjulstræk,Ja,Ja,7,5,,
https://www.bilbasen.dk/brugt/bil/skoda/enyaq/80-iv-plus-ecosuite-5d/6136114,Skoda,ENYAQ,80 iv plus,409.500 kr.,2023.0,5/2023,4.500 km,El,(WLTP) 541 km,"76,6 kWh",159 Wh/km,-,-,-,780 kr. / år,204 hk/310 nm,"8,7 sek.",160 km/t,1.000 kg,Hvid,-,Personbil,CUV,585 liter,2.042 kg,188 cm,465 cm,162 cm,570 kg,1.000 kg,Baghjulstræk,Ja,Ja,7,5,,
https://www.bilbasen.dk/brugt/bil/skoda/enyaq/80-iv-loft-5d/6081340,Skoda,ENYAQ,80 iv,329.900 kr.,2021.0,5/2021,30.000 km,El,(WLTP) 536 km,"77,0 kWh",167 Wh/km,-,-,-,780 kr. / år,204 hk/310 nm,"8,7 sek.",160 km/t,1.000 kg,Gråmetal,-,Personbil,CUV,585 liter,2.042 kg,188 cm,465 cm,162 cm,570 kg,1.000 kg,Baghjulstræk,Ja,Ja,7,5,,
https://www.bilbasen.dk/brugt/bil/bmw/i5/edrive40-m-sport-4d/6086357,Bmw,I5,Edrive40 m,699.000 kr.,2024.0,11/2023,3.000 km,El,(WLTP) 572 km,"81,2 kWh",162 Wh/km,-,-,-,780 kr. / år,340 hk/400 nm,"6,0 sek.",193 km/t,1.500 kg,Blåmetal,620.620 kr.,Personbil,Sedan,490 liter,2.205 kg,190 cm,506 cm,152 cm,535 kg,1.500 kg,Baghjulstræk,Ja,Ja,6,4,9/2023,
https://www.bilbasen.dk/brugt/bil/nissan/ariya/63-advance-5d/6129890,Nissan,ARIYA,63,350.000 kr.,2023.0,-/-,(ny bil),El,(WLTP) 403 km,"63,0 kWh",176 Wh/km,-,-,-,-,218 hk/300 nm,"7,5 sek.",160 km/t,750 kg,Sortmetal,345.620 kr.,Personbil,SUV,468 liter,1.980 kg,185 cm,460 cm,166 cm,420 kg,750 kg,Forhjulstræk,Ja,Ja,6,5,,
https://www.bilbasen.dk/brugt/bil/vw/e-up/5d/6068603,Vw,E-UP,5d,149.900 kr.,2022.0,8/2021,25.000 km,El,(WLTP) 260 km,"36,8 kWh",144 Wh/km,-,-,-,780 kr. / år,83 hk/210 nm,"11,9 sek.",130 km/t,-,Hvid,182.815 kr.,Personbil,Mikro,251 liter,1.135 kg,165 cm,360 cm,149 cm,395 kg,-,Forhjulstræk,Ja,Ja,6,5,,
https://www.bilbasen.dk/brugt/bil/jeep/avenger/54-longitude-5d/6033648,Jeep,AVENGER,54,284.900 kr.,2023.0,12/2023,1.500 km,El,(WLTP) 400 km,"50,8 kWh",157 Wh/km,-,-,-,780 kr. / år,156 hk/260 nm,"9,0 sek.",150 km/t,-,Beige,275.710 kr.,Personbil,SUV,355 liter,1.536 kg,178 cm,408 cm,153 cm,489 kg,-,Forhjulstræk,Ja,Ja,6,5,,
https://www.bilbasen.dk/brugt/bil/vw/id3/pro-performance-business-5d/6140147,Vw,ID3,Pro performance,214.900 kr.,2021.0,12/2020,18.000 km,El,(WLTP) 422 km,"58,0 kWh",156 Wh/km,-,-,-,780 kr. / år,204 hk/310 nm,"7,3 sek.",160 km/t,-,Turkismetal,-,Personbil,Halvkombi,385 liter,1.794 kg,181 cm,426 cm,157 cm,466 kg,-,Baghjulstræk,Ja,Ja,7,5,,
https://www.bilbasen.dk/brugt/bil/peugeot/e-208/50-gt-5d/5766229,Peugeot,E-208,50,169.500 kr.,2021.0,8/2021,17.800 km,El,(WLTP) 336 km,"50,0 kWh",159 Wh/km,-,-,-,780 kr. / år,136 hk/260 nm,"8,1 sek.",150 km/t,-,Gulmetal,260.811 kr.,Personbil,Halvkombi,265 liter,1.222 kg,177 cm,405 cm,143 cm,423 kg,-,Forhjulstræk,Ja,Ja,6,5,,
https://www.bilbasen.dk/brugt/bil/vw/id5/pro-performance-5d/5739685,Vw,ID5,Pro,349.900 kr.,2022.0,8/2022,3.000 km,El,(WLTP) 514 km,"76,6 kWh",170 Wh/km,-,-,-,780 kr. / år,204 hk/310 nm,"8,4 sek.",160 km/t,1.000 kg,Sortmetal,405.815 kr.,Personbil,CUV,549 liter,2.117 kg,185 cm,460 cm,162 cm,533 kg,1.000 kg,Baghjulstræk,Ja,Ja,7,5,,
https://www.bilbasen.dk/brugt/bil/mercedes/eqa350/amg-line-4matic-5d/6000722,Mercedes,EQA350,Amg line,409.900 kr.,2023.0,4/2023,9.000 km,El,(WLTP) 420 km,"75,7 kWh",182 Wh/km,-,-,-,780 kr. / år,292 hk/520 nm,"6,0 sek.",160 km/t,1.800 kg,Hvidmetal,-,Personbil,CUV,340 liter,2.105 kg,183 cm,446 cm,162 cm,430 kg,1.800 kg,Firehjulstræk,Ja,Ja,7,5,,
https://www.bilbasen.dk/brugt/bil/skoda/enyaq/80-iv-suite-5d/6148144,Skoda,ENYAQ,80 iv,329.999 kr.,2022.0,9/2021,56.000 km,El,(WLTP) 533 km,"76,6 kWh",168 Wh/km,"11,0 kW",150 kW,29 min,780 kr. / år,204 hk/310 nm,"8,7 sek.",160 km/t,1.000 kg,Sølvmetal,-,Personbil,CUV,585 liter,2.042 kg,188 cm,465 cm,162 cm,570 kg,1.000 kg,Baghjulstræk,Ja,Ja,7,5,,
https://www.bilbasen.dk/brugt/bil/audi/e-tron/55-s-line-quattro-5d/6110753,Audi,E-TRON,55 s line,379.500 kr.,2019.0,12/2019,112.000 km,El,(WLTP) 424 km,"86,5 kWh",232 Wh/km,-,-,-,920 kr. / år,408 hk/664 nm,"5,7 sek.",200 km/t,1.800 kg,-,834.085 kr.,Personbil,SUV,660 liter,2.565 kg,194 cm,490 cm,163 cm,565 kg,1.800 kg,Firehjulstræk,Ja,Ja,6,5,,
https://www.bilbasen.dk/brugt/bil/mercedes/eqc400/amg-line-4matic-5d/6076956,Mercedes,EQC400,Amg line,609.900 kr.,2023.0,11/2022,25.000 km,El,(WLTP) 410 km,"80,0 kWh",228 Wh/km,-,-,-,780 kr. / år,408 hk/760 nm,"5,1 sek.",180 km/t,1.800 kg,Blåmetal,-,Personbil,SUV,500 liter,2.395 kg,188 cm,476 cm,162 cm,545 kg,1.800 kg,Firehjulstræk,Nej,Ja,7,5,,
https://www.bilbasen.dk/brugt/bil/mg/4/luxury-5d/6135374,Mg,4,Luxury,214.900 kr.,2023.0,3/2023,7.500 km,El,(WLTP) 435 km,"64,0 kWh",166 Wh/km,-,-,-,780 kr. / år,204 hk/250 nm,"8,0 sek.",160 km/t,500 kg,Hvid,289.100 kr.,Personbil,Halvkombi,350 liter,1.685 kg,184 cm,429 cm,150 cm,448 kg,500 kg,Baghjulstræk,Ja,Ja,6,5,,
https://www.bilbasen.dk/brugt/bil/vw/id3/pro-performance-1st-plus-5d/6038538,Vw,ID3,Pro performance 1st,184.900 kr.,2020.0,10/2020,70.000 km,El,(WLTP) 422 km,"58,0 kWh",156 Wh/km,-,-,-,780 kr. / år,204 hk/310 nm,"7,3 sek.",160 km/t,-,Grå,-,Personbil,Halvkombi,385 liter,1.794 kg,181 cm,426 cm,157 cm,466 kg,-,Baghjulstræk,Ja,Ja,7,5,,
https://www.bilbasen.dk/brugt/bil/peugeot/e-2008/50-allure-5d/6062901,Peugeot,E-2008,50,189.900 kr.,2020.0,7/2020,21.000 km,El,(WLTP) 318 km,"50,0 kWh",164 Wh/km,-,-,-,780 kr. / år,136 hk/260 nm,"8,5 sek.",150 km/t,-,Hvidmetal,295.910 kr.,Personbil,CUV,405 liter,1.455 kg,175 cm,430 cm,153 cm,190 kg,-,Forhjulstræk,Ja,Ja,6,5,,
https://www.bilbasen.dk/brugt/bil/hyundai/ioniq-5/73-advanced-5d/6129058,Hyundai,IONIQ-5,73,279.900 kr.,2021.0,12/2021,64.000 km,El,(WLTP) 481 km,"70,0 kWh",168 Wh/km,-,-,-,780 kr. / år,217 hk/350 nm,"7,4 sek.",185 km/t,1.600 kg,Lysblåmetal,370.815 kr.,Personbil,Halvkombi,527 liter,1.885 kg,189 cm,464 cm,161 cm,545 kg,1.600 kg,Baghjulstræk,Ja,Ja,7,5,,
https://www.bilbasen.dk/brugt/bil/bmw/ix3/charged-impressive-5d/6117789,Bmw,IX3,Charged,419.990 kr.,2021.0,12/2021,13.500 km,El,(WLTP) 461 km,"80,0 kWh",186 Wh/km,-,-,-,780 kr. / år,286 hk/400 nm,"6,8 sek.",180 km/t,750 kg,Hvidmetal,-,Personbil,SUV,510 liter,2.260 kg,189 cm,473 cm,167 cm,465 kg,750 kg,Baghjulstræk,Ja,Ja,6,5,,
https://www.bilbasen.dk/brugt/bil/audi/e-tron/55-s-line-quattro-5d/6118640,Audi,E-TRON,55 s line,489.900 kr.,2021.0,12/2020,101.000 km,El,(WLTP) 424 km,"86,5 kWh",232 Wh/km,-,-,-,880 kr. / år,408 hk/664 nm,"5,7 sek.",200 km/t,1.800 kg,Blåmetal,834.085 kr.,Personbil,SUV,660 liter,2.565 kg,194 cm,490 cm,163 cm,565 kg,1.800 kg,Firehjulstræk,Ja,Ja,6,5,,
https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-1st-5d/6118869,Vw,ID4,Pro performance,284.900 kr.,2021.0,3/2021,24.000 km,El,(WLTP) 490 km,"76,6 kWh",184 Wh/km,-,-,-,780 kr. / år,204 hk/310 nm,"8,5 sek.",160 km/t,1.000 kg,Blåmetal,-,Personbil,CUV,543 liter,2.085 kg,185 cm,459 cm,163 cm,575 kg,1.000 kg,Baghjulstræk,Ja,Ja,7,5,,
https://www.bilbasen.dk/brugt/bil/polestar/2/long-range-awd-5d/6067677,Polestar,2,Long range,269.900 kr.,2021.0,6/2021,77.000 km,El,(WLTP) 482 km,"78,0 kWh",194 Wh/km,-,-,-,780 kr. / år,408 hk/660 nm,"4,7 sek.",210 km/t,1.500 kg,Sort,395.420 kr.,Personbil,Halvkombi,405 liter,2.100 kg,180 cm,461 cm,148 cm,400 kg,1.500 kg,Firehjulstræk,Ja,Ja,-,5,,
