Link,Brand,Model,Variant,Price,Modelår,1. registrering,Kilometertal,Drivmiddel,Rækkevidde,Batterikapacitet,Energiforbrug,Hjemmeopladning AC,Hurtig opladning DC,Opladningstid DC 10-80%,Periodisk afgift,Ydelse,Acceleration,Tophastighed,Trækvægt,Farve,Nypris,Kategori,Type,Bagagerumsstørrelse,Vægt,Bredde,Længde,Højde,Lasteevne,Max. trækvægt m/bremse,Trækhjul,ABS-bremser,ESP,Airbags,Døre,Produceret,Error
https://www.bilbasen.dk/brugt/bil/tesla/model-3/rwd-4d/6125552,Tesla,MODEL-3,Rwd,267.000 kr.,2022.0,2/2022,79.000 km,El,(WLTP) 491 km,"60,0 kWh",144 Wh/km,-,-,-,780 kr. / år,325 hk/420 nm,"6,1 sek.",225 km/t,1.000 kg,Hvid,420.810 kr.,Personbil,Sedan,542 liter,1.835 kg,185 cm,469 cm,144 cm,314 kg,1.000 kg,Baghjulstræk,Ja,Ja,6,4.0,,
https://www.bilbasen.dk/brugt/bil/mercedes/eqa250/amg-line-5d/6124621,Mercedes,EQA250,Amg,419.800 kr.,2023.0,3/2023,9.500 km,El,(WLTP) 492 km,"66,5 kWh",156 Wh/km,-,-,-,780 kr. / år,190 hk/385 nm,"8,6 sek.",160 km/t,750 kg,Mørkblåmetal,-,Personbil,CUV,340 liter,2.040 kg,183 cm,446 cm,162 cm,430 kg,750 kg,Forhjulstræk,Ja,Ja,7,5.0,3/2023,
https://www.bilbasen.dk/brugt/bil/mini/cooper-se/essential-3d/6137538,Mini,COOPER-SE,Essential,214.900 kr.,2023.0,8/2023,10.500 km,El,(WLTP) 231 km,"32,6 kWh",154 Wh/km,-,-,-,780 kr. / år,184 hk/270 nm,"7,3 sek.",150 km/t,-,Hvid,272.768 kr.,Personbil,Mikro,211 liter,1.340 kg,173 cm,385 cm,145 cm,435 kg,-,Forhjulstræk,Ja,Ja,6,3.0,,
https://www.bilbasen.dk/brugt/bil/fiat/500e/icon-3d/6111979,Fiat,500E,Icon,144.900 kr.,2022.0,6/2022,9.000 km,El,(WLTP) 312 km,"42,0 kWh",139 Wh/km,-,-,-,780 kr. / år,118 hk/220 nm,"9,0 sek.",150 km/t,-,Sort,250.811 kr.,Personbil,Mikro,185 liter,1.390 kg,168 cm,363 cm,153 cm,336 kg,-,Forhjulstræk,Ja,Ja,6,3.0,,
https://www.bilbasen.dk/brugt/bil/opel/corsa-e/50-ultimate-5d/6142404,Opel,CORSA-E,50,164.800 kr.,2021.0,11/2021,46.900 km,El,(WLTP) 334 km,"45,0 kWh",166 Wh/km,-,-,-,780 kr. / år,136 hk/260 nm,"8,1 sek.",150 km/t,-,Orangemetal,270.811 kr.,Personbil,Halvkombi,267 liter,1.455 kg,177 cm,406 cm,144 cm,506 kg,-,Forhjulstræk,Ja,Ja,6,5.0,,
https://www.bilbasen.dk/brugt/bil/kia/ev6/77-long-range-upgrade-5d/6096380,Kia,EV6,77 long range,399.800 kr.,2023.0,10/2023,-,El,(WLTP) 528 km,"77,0 kWh",165 Wh/km,"11,0 kW",233 kW,16 min,780 kr. / år,229 hk/350 nm,"7,5 sek.",185 km/t,1.600 kg,Gråmetal,425.620 kr.,Personbil,Halvkombi,510 liter,1.930 kg,188 cm,468 cm,155 cm,500 kg,1.600 kg,Baghjulstræk,Ja,Ja,6,5.0,,
https://www.bilbasen.dk/brugt/bil/mg/5/luxury-5d/6132844,Mg,5,Luxury,229.800 kr.,2024.0,2/2024,-,El,(WLTP) 380 km,"61,1 kWh",179 Wh/km,-,-,-,780 kr. / år,156 hk/280 nm,"8,3 sek.",185 km/t,500 kg,Sortmetal,275.620 kr.,Personbil,St.car,479 liter,1.562 kg,182 cm,460 cm,154 cm,455 kg,500 kg,Forhjulstræk,Ja,Ja,-,5.0,,
https://www.bilbasen.dk/brugt/bil/audi/q4-e-tron/45-ultra-5d/6148192,Audi,Q4-E-TRON,45,489.900 kr.,2024.0,4/2024,8.000 km,El,(WLTP) 531 km,"76,6 kWh",167 Wh/km,-,-,-,780 kr. / år,286 hk/545 nm,"6,7 sek.",180 km/t,1.000 kg,Sortmetal,482.157 kr.,Personbil,CUV,520 liter,2.145 kg,187 cm,459 cm,162 cm,495 kg,1.000 kg,Baghjulstræk,Ja,Ja,6,5.0,,
https://www.bilbasen.dk/brugt/bil/mercedes/eqc400/amg-line-4matic-5d/6088168,Mercedes,EQC400,Amg line,569.900 kr.,2023.0,11/2022,15.000 km,El,(WLTP) 410 km,"80,0 kWh",228 Wh/km,-,-,-,780 kr. / år,408 hk/760 nm,"5,1 sek.",180 km/t,1.800 kg,Gråmetal,-,Personbil,SUV,500 liter,2.395 kg,188 cm,476 cm,162 cm,545 kg,1.800 kg,Firehjulstræk,Nej,Ja,7,5.0,,
https://www.bilbasen.dk/brugt/bil/mercedes/eqa250/electric-art-5d/6112714,Mercedes,EQA250,Electric,349.800 kr.,2023.0,12/2022,17.000 km,El,(WLTP) 490 km,"76,0 kWh",156 Wh/km,-,-,-,780 kr. / år,190 hk/385 nm,"8,6 sek.",160 km/t,750 kg,Hvid,-,Personbil,CUV,340 liter,2.040 kg,183 cm,446 cm,162 cm,430 kg,750 kg,Forhjulstræk,Ja,Ja,7,5.0,,
https://www.bilbasen.dk/brugt/bil/cupra/born/58-emocion-5d/6137674,Cupra,BORN,58,287.171 kr.,2024.0,-/-,(ny bil),El,(WLTP) 421 km,"58,0 kWh",156 Wh/km,-,-,-,-,204 hk/310 nm,"7,3 sek.",160 km/t,-,Gråmetal,275.610 kr.,Personbil,Halvkombi,385 liter,1.736 kg,178 cm,432 cm,154 cm,534 kg,-,Baghjulstræk,Ja,Ja,-,5.0,,
https://www.bilbasen.dk/brugt/bil/porsche/taycan-4s/performance-4d/6003857,Porsche,TAYCAN-4S,Performance,899.000 kr.,2020.0,1/2020,39.000 km,El,(WLTP) 464 km,"83,7 kWh",219 Wh/km,-,-,-,920 kr. / år,490 hk/650 nm,"4,0 sek.",250 km/t,-,Sølvmetal,1.035.548 kr.,Personbil,Sedan,407 liter,2.220 kg,197 cm,496 cm,138 cm,660 kg,-,Firehjulstræk,Ja,Ja,6,4.0,,
https://www.bilbasen.dk/brugt/bil/renault/zoe/52-experience-5d/6083110,Renault,ZOE,52,144.900 kr.,2021.0,10/2021,16.000 km,El,(WLTP) 385 km,"52,0 kWh",174 Wh/km,-,-,-,780 kr. / år,108 hk/225 nm,"11,4 sek.",140 km/t,-,Blå,-,Personbil,Halvkombi,338 liter,1.502 kg,179 cm,409 cm,156 cm,486 kg,-,Forhjulstræk,Ja,Ja,4,5.0,,
https://www.bilbasen.dk/brugt/bil/vw/id3/pro-performance-5d/6094978,Vw,ID3,Pro,269.900 kr.,2022.0,1/2022,15.000 km,El,(WLTP) 422 km,"58,0 kWh",156 Wh/km,-,-,-,780 kr. / år,204 hk/310 nm,"7,9 sek.",160 km/t,-,Hvid,320.815 kr.,Personbil,Halvkombi,385 liter,1.794 kg,181 cm,426 cm,157 cm,466 kg,-,Baghjulstræk,Ja,Ja,7,5.0,,
https://www.bilbasen.dk/brugt/bil/fiat/500e/icon-pack-cabrio-2d/6070512,Fiat,500E,Icon pack,224.800 kr.,2023.0,1/2024,-,El,(WLTP) 301 km,"42,0 kWh",147 Wh/km,-,-,-,780 kr. / år,118 hk/220 nm,"9,0 sek.",150 km/t,-,Hvid,265.711 kr.,Personbil,Mikro,185 liter,1.430 kg,168 cm,363 cm,153 cm,296 kg,-,Forhjulstræk,Ja,Ja,6,2.0,,
https://www.bilbasen.dk/brugt/bil/vw/id3/pro-performance-1st-plus-5d/6051203,Vw,ID3,Pro performance 1st,199.900 kr.,2020.0,10/2020,47.000 km,El,(WLTP) 422 km,"58,0 kWh",156 Wh/km,-,-,-,780 kr. / år,204 hk/310 nm,"7,3 sek.",160 km/t,-,Hvidmetal,-,Personbil,Halvkombi,385 liter,1.794 kg,181 cm,426 cm,157 cm,466 kg,-,Baghjulstræk,Ja,Ja,7,5.0,,
https://www.bilbasen.dk/brugt/bil/mercedes/eqb250/progressive-5d/6125736,Mercedes,EQB250,Progressive,389.900 kr.,2023.0,2/2023,16.000 km,El,(WLTP) 503 km,"70,5 kWh",163 Wh/km,-,-,-,780 kr. / år,190 hk/385 nm,"9,2 sek.",160 km/t,-,Sortmetal,-,Personbil,SUV,495 liter,2.115 kg,183 cm,468 cm,167 cm,405 kg,-,Forhjulstræk,Nej,Ja,7,5.0,,
https://www.bilbasen.dk/brugt/bil/mercedes/eqe300/4d/6139415,Mercedes,EQE300,4d,474.900 kr.,2023.0,12/2022,8.300 km,El,(WLTP) 632 km,"100,0 kWh",162 Wh/km,-,-,-,780 kr. / år,245 hk/550 nm,"7,3 sek.",210 km/t,750 kg,Sort,697.970 kr.,Personbil,Sedan,430 liter,2.385 kg,196 cm,495 cm,151 cm,495 kg,750 kg,Baghjulstræk,Ja,Ja,7,4.0,,
https://www.bilbasen.dk/brugt/bil/polestar/2/long-range-5d/6065317,Polestar,2,Long,304.900 kr.,2022.0,10/2022,24.200 km,El,(WLTP) 523 km,"78,0 kWh",171 Wh/km,-,-,-,780 kr. / år,231 hk/330 nm,"7,4 sek.",160 km/t,1.500 kg,Sølvmetal,371.420 kr.,Personbil,Halvkombi,405 liter,2.069 kg,180 cm,461 cm,148 cm,421 kg,1.500 kg,Forhjulstræk,Ja,Ja,-,5.0,,
https://www.bilbasen.dk/brugt/bil/porsche/taycan/performance-sport-turismo-5d/5887551,Porsche,TAYCAN,Performance sport,849.000 kr.,2023.0,12/2022,31.000 km,El,(WLTP) 492 km,"83,7 kWh",214 Wh/km,-,-,-,780 kr. / år,380 hk/357 nm,"5,4 sek.",250 km/t,-,Sortmetal,886.698 kr.,Personbil,St.car,446 liter,2.160 kg,197 cm,496 cm,140 cm,610 kg,-,Baghjulstræk,Ja,Ja,6,5.0,,
https://www.bilbasen.dk/brugt/bil/hyundai/kona/65-ev-advanced-5d/6112958,Hyundai,KONA,65 ev,326.900 kr.,2024.0,10/2023,6.500 km,El,(WLTP) 512 km,"65,4 kWh",148 Wh/km,-,-,-,780 kr. / år,217 hk/255 nm,"7,8 sek.",172 km/t,750 kg,Koksmetal,325.615 kr.,Personbil,CUV,466 liter,1.773 kg,183 cm,436 cm,158 cm,447 kg,750 kg,Forhjulstræk,Ja,Ja,6,5.0,,
https://www.bilbasen.dk/brugt/bil/vw/e-golf-vii/5d/5840602,Vw,E-GOLF-VII,5d,154.900 kr.,2020.0,5/2020,36.000 km,El,(WLTP) 231 km,"35,8 kWh",154 Wh/km,-,-,-,780 kr. / år,136 hk/290 nm,"9,6 sek.",150 km/t,-,Hvidmetal,-,Personbil,Halvkombi,380 liter,1.515 kg,180 cm,427 cm,148 cm,505 kg,-,Forhjulstræk,Ja,Ja,7,5.0,,
https://www.bilbasen.dk/brugt/bil/renault/twingo/electric-intens-5d/5775650,Renault,TWINGO,Electric,129.500 kr.,2021.0,6/2022,100 km,El,(WLTP) 190 km,"21,3 kWh",160 Wh/km,-,-,-,780 kr. / år,82 hk/160 nm,"12,9 sek.",135 km/t,-,Hvid,-,Personbil,Mikro,219 liter,1.168 kg,165 cm,362 cm,154 cm,350 kg,-,Baghjulstræk,Ja,Ja,-,5.0,,
https://www.bilbasen.dk/brugt/bil/vw/id5/pro-performance-5d/6137706,Vw,ID5,Pro,307.900 kr.,2023.0,12/2022,8.000 km,El,(WLTP) 534 km,"77,0 kWh",164 Wh/km,-,-,-,780 kr. / år,204 hk/310 nm,"8,4 sek.",160 km/t,1.000 kg,Grå,415.714 kr.,Personbil,CUV,549 liter,2.117 kg,185 cm,460 cm,162 cm,533 kg,1.000 kg,Baghjulstræk,Ja,Ja,7,5.0,,
https://www.bilbasen.dk/brugt/bil/bmw/ix3/charged-plus-m-sport-5d/6081590,Bmw,IX3,Charged plus m,529.900 kr.,2023.0,12/2022,15.000 km,El,(WLTP) 455 km,"74,0 kWh",188 Wh/km,"7,5 kW",-,34 min,780 kr. / år,286 hk/400 nm,"6,8 sek.",180 km/t,750 kg,Gråmetal,624.344 kr.,Personbil,SUV,510 liter,2.260 kg,189 cm,473 cm,167 cm,465 kg,750 kg,Baghjulstræk,Ja,Ja,6,5.0,,
https://www.bilbasen.dk/brugt/bil/hyundai/kona/65-ev-advanced-5d/6097637,Hyundai,KONA,65 ev,334.900 kr.,2024.0,12/2023,1.500 km,El,(WLTP) 512 km,"65,4 kWh",148 Wh/km,-,-,-,780 kr. / år,217 hk/255 nm,"7,8 sek.",172 km/t,750 kg,Sortmetal,325.615 kr.,Personbil,CUV,466 liter,1.773 kg,183 cm,436 cm,158 cm,447 kg,750 kg,Forhjulstræk,Ja,Ja,6,5.0,,
https://www.bilbasen.dk/brugt/bil/bmw/ix/xdrive40-fully-charged-sport-5d/6082597,Bmw,IX,Xdrive40 fully charged,548.900 kr.,2022.0,10/2022,9.800 km,El,(WLTP) 425 km,"76,6 kWh",194 Wh/km,-,-,-,780 kr. / år,326 hk/630 nm,"6,1 sek.",200 km/t,2.500 kg,Sortmetal,-,Personbil,SUV,500 liter,2.365 kg,197 cm,495 cm,170 cm,645 kg,2.500 kg,Firehjulstræk,Ja,Ja,6,5.0,,
https://www.bilbasen.dk/brugt/bil/mercedes/eqc400/amg-line-4matic-5d/6124337,Mercedes,EQC400,Amg line,529.945 kr.,2021.0,5/2021,24.000 km,El,(WLTP) 410 km,"80,0 kWh",228 Wh/km,-,-,-,880 kr. / år,408 hk/760 nm,"5,1 sek.",180 km/t,1.800 kg,Sortmetal,-,Personbil,SUV,500 liter,2.395 kg,188 cm,476 cm,162 cm,545 kg,1.800 kg,Firehjulstræk,Nej,Ja,7,5.0,5/2021,
https://www.bilbasen.dk/brugt/bil/mercedes/eqa250/amg-line-5d/6082006,Mercedes,EQA250,Amg,414.900 kr.,2023.0,4/2023,16.000 km,El,(WLTP) 530 km,"70,5 kWh",153 Wh/km,-,-,-,780 kr. / år,190 hk/385 nm,"8,6 sek.",160 km/t,750 kg,Gråmetal,-,Personbil,CUV,340 liter,2.040 kg,183 cm,446 cm,162 cm,430 kg,750 kg,Forhjulstræk,Ja,Ja,7,5.0,,
https://www.bilbasen.dk/brugt/bil/kia/niro/64-ev-upgrade-5d/6134950,Kia,NIRO,64 ev,308.800 kr.,2024.0,2/2024,-,El,(WLTP) 460 km,"64,8 kWh",162 Wh/km,-,-,-,780 kr. / år,204 hk/255 nm,"7,8 sek.",167 km/t,750 kg,Koksmetal,375.620 kr.,Personbil,CUV,475 liter,1.682 kg,183 cm,442 cm,157 cm,518 kg,750 kg,Forhjulstræk,Ja,Ja,-,5.0,,
https://www.bilbasen.dk/brugt/bil/audi/e-tron/55-s-line-quattro-5d/6114309,Audi,E-TRON,55 s line,459.900 kr.,2020.0,12/2019,97.000 km,El,(WLTP) 424 km,"86,5 kWh",232 Wh/km,-,-,-,920 kr. / år,408 hk/664 nm,"5,7 sek.",200 km/t,1.800 kg,Koksmetal,834.085 kr.,Personbil,SUV,660 liter,2.565 kg,194 cm,490 cm,163 cm,565 kg,1.800 kg,Firehjulstræk,Ja,Ja,6,5.0,,
https://www.bilbasen.dk/brugt/bil/vw/id5/pro-performance-5d/6128212,Vw,ID5,Pro,349.900 kr.,2023.0,1/2023,18.000 km,El,(WLTP) 534 km,"76,6 kWh",164 Wh/km,-,-,-,780 kr. / år,204 hk/310 nm,"8,4 sek.",160 km/t,1.000 kg,Sortmetal,415.714 kr.,Personbil,CUV,549 liter,2.117 kg,185 cm,460 cm,162 cm,533 kg,1.000 kg,Baghjulstræk,Ja,Ja,7,5.0,,
https://www.bilbasen.dk/brugt/bil/kia/niro/64-ev-prestige-5d/6098971,Kia,NIRO,64 ev,269.900 kr.,2023.0,11/2022,26.000 km,El,(WLTP) 460 km,"64,8 kWh",162 Wh/km,-,-,-,780 kr. / år,204 hk/255 nm,"7,8 sek.",167 km/t,750 kg,Sort,355.620 kr.,Personbil,CUV,475 liter,1.682 kg,183 cm,442 cm,157 cm,518 kg,750 kg,Forhjulstræk,Ja,Ja,6,5.0,,
https://www.bilbasen.dk/brugt/bil/audi/e-tron/55-s-line-quattro-5d/6120787,Audi,E-TRON,55 s line,459.800 kr.,2022.0,2/2022,39.000 km,El,(WLTP) 406 km,"86,5 kWh",240 Wh/km,-,-,-,780 kr. / år,408 hk/664 nm,"5,7 sek.",200 km/t,1.800 kg,Sort,655.214 kr.,Personbil,SUV,660 liter,2.565 kg,194 cm,490 cm,163 cm,565 kg,1.800 kg,Firehjulstræk,Ja,Ja,6,5.0,,
https://www.bilbasen.dk/brugt/bil/volvo/c40/p8-recharge-first-edition-5d/6080784,Volvo,C40,P8 recharge first,337.900 kr.,2021.0,1/2021,15.000 km,El,(WLTP) 418 km,"78,0 kWh",238 Wh/km,-,-,-,920 kr. / år,408 hk/660 nm,"4,7 sek.",180 km/t,1.800 kg,Blåmetal,-,Personbil,CUV,419 liter,2.102 kg,187 cm,444 cm,160 cm,518 kg,1.800 kg,Firehjulstræk,Ja,Ja,6,5.0,,
https://www.bilbasen.dk/brugt/bil/mercedes/eqb250/amg-line-7prs-5d/6054941,Mercedes,EQB250,Amg line,454.900 kr.,2023.0,3/2023,4.000 km,El,(WLTP) 469 km,"66,5 kWh",164 Wh/km,-,-,-,780 kr. / år,190 hk/385 nm,"9,2 sek.",160 km/t,-,Gråmetal,-,Personbil,SUV,495 liter,2.110 kg,183 cm,468 cm,167 cm,410 kg,-,Forhjulstræk,Ja,Ja,7,5.0,,
https://www.bilbasen.dk/brugt/bil/vw/id7/style-5d/6150976,Vw,ID7,Style,519.900 kr.,2024.0,12/2023,5.000 km,El,(WLTP) 615 km,"77,0 kWh",140 Wh/km,-,-,-,780 kr. / år,286 hk/545 nm,"6,5 sek.",180 km/t,1.000 kg,Blåmetal,467.614 kr.,Personbil,Halvkombi,532 liter,2.203 kg,186 cm,496 cm,154 cm,427 kg,1.000 kg,Baghjulstræk,Ja,Ja,7,5.0,,
https://www.bilbasen.dk/brugt/bil/mercedes/eqe350/amg-line-4d/5845896,Mercedes,EQE350,Amg,579.900 kr.,2023.0,9/2022,5.000 km,El,(WLTP) 632 km,"90,6 kWh",162 Wh/km,-,-,-,780 kr. / år,292 hk/565 nm,"6,4 sek.",210 km/t,750 kg,Gråmetal,-,Personbil,Sedan,430 liter,2.285 kg,196 cm,495 cm,151 cm,595 kg,750 kg,Baghjulstræk,Ja,Ja,7,4.0,,
https://www.bilbasen.dk/brugt/bil/bmw/ix3/charged-plus-m-sport-5d/6054396,Bmw,IX3,Charged plus m,514.800 kr.,2022.0,8/2022,13.000 km,El,(WLTP) 453 km,"74,0 kWh",189 Wh/km,-,-,-,780 kr. / år,286 hk/400 nm,"6,8 sek.",180 km/t,750 kg,Hvidmetal,616.474 kr.,Personbil,SUV,510 liter,2.260 kg,189 cm,473 cm,167 cm,465 kg,750 kg,Baghjulstræk,Ja,Ja,6,5.0,,
https://www.bilbasen.dk/brugt/bil/audi/q4-e-tron/40-advanced-5d/6122875,Audi,Q4-E-TRON,40,419.900 kr.,2023.0,2/2023,15.000 km,El,(WLTP) 509 km,"76,6 kWh",177 Wh/km,-,-,-,780 kr. / år,204 hk/310 nm,"8,5 sek.",160 km/t,1.000 kg,Sortmetal,-,Personbil,CUV,520 liter,2.125 kg,187 cm,459 cm,163 cm,515 kg,1.000 kg,Baghjulstræk,Ja,Ja,6,5.0,,
https://www.bilbasen.dk/brugt/bil/opel/mokka-e/50-elegance-5d/6132383,Opel,MOKKA-E,50,207.900 kr.,2023.0,10/2023,15 km,El,(WLTP) 318 km,"50,0 kWh",156 Wh/km,-,-,-,780 kr. / år,136 hk/260 nm,"9,0 sek.",150 km/t,-,Gråmetal,-,Personbil,CUV,310 liter,1.498 kg,179 cm,415 cm,152 cm,517 kg,-,Forhjulstræk,Ja,Ja,6,5.0,,
https://www.bilbasen.dk/brugt/bil/audi/e-tron/55-advanced-prestige-sportback-quattro-5d/5944942,Audi,E-TRON,55 advanced prestige sportback,499.900 kr.,2020.0,7/2020,15.941 km,El,(WLTP) 434 km,"95,0 kWh",224 Wh/km,-,-,-,920 kr. / år,408 hk/664 nm,"5,7 sek.",200 km/t,1.800 kg,Blåmetal,823.470 kr.,Personbil,SUV,615 liter,2.555 kg,194 cm,490 cm,162 cm,595 kg,1.800 kg,Firehjulstræk,Ja,Ja,6,5.0,,
https://www.bilbasen.dk/brugt/bil/cupra/born/58-high-5d/6135056,Cupra,BORN,58,259.900 kr.,2023.0,3/2023,6.000 km,El,(WLTP) 421 km,"58,0 kWh",156 Wh/km,-,-,-,780 kr. / år,204 hk/310 nm,"7,3 sek.",160 km/t,-,Gråmetal,315.710 kr.,Personbil,Halvkombi,385 liter,1.736 kg,178 cm,432 cm,154 cm,534 kg,-,Baghjulstræk,Ja,Ja,-,5.0,,
https://www.bilbasen.dk/brugt/bil/mercedes/eqa250/amg-line-5d/6124464,Mercedes,EQA250,Amg,339.900 kr.,2021.0,12/2021,12.000 km,El,(WLTP) 424 km,"66,5 kWh",179 Wh/km,-,-,-,780 kr. / år,190 hk/375 nm,"8,9 sek.",160 km/t,750 kg,Sølvmetal,-,Personbil,CUV,340 liter,2.040 kg,183 cm,446 cm,162 cm,430 kg,750 kg,Forhjulstræk,Ja,Ja,7,5.0,,
https://www.bilbasen.dk/brugt/bil/polestar/2/long-range-5d/5908513,Polestar,2,Long,284.800 kr.,2022.0,11/2021,13.710 km,El,(WLTP) 542 km,"78,0 kWh",171 Wh/km,-,-,-,780 kr. / år,231 hk/330 nm,"7,4 sek.",160 km/t,1.500 kg,Hvidmetal,371.420 kr.,Personbil,Halvkombi,405 liter,2.069 kg,180 cm,461 cm,148 cm,421 kg,1.500 kg,Forhjulstræk,Ja,Ja,-,5.0,,
https://www.bilbasen.dk/brugt/bil/skoda/enyaq/80-iv-loft-5d/6092430,Skoda,ENYAQ,80 iv,328.900 kr.,2022.0,6/2022,36.000 km,El,(WLTP) 534 km,"77,0 kWh",167 Wh/km,-,-,-,780 kr. / år,204 hk/310 nm,"8,7 sek.",160 km/t,1.000 kg,Gråmetal,-,Personbil,CUV,585 liter,2.042 kg,188 cm,465 cm,162 cm,570 kg,1.000 kg,Baghjulstræk,Ja,Ja,7,5.0,,
https://www.bilbasen.dk/brugt/bil/tesla/model-3/long-range-awd-4d/6143789,Tesla,MODEL-3,Long range,297.000 kr.,2021.0,3/2021,39.000 km,El,(WLTP) 614 km,"82,0 kWh",147 Wh/km,-,-,-,780 kr. / år,498 hk/-,"4,4 sek.",233 km/t,1.000 kg,Grå,444.900 kr.,Personbil,Sedan,542 liter,1.847 kg,185 cm,469 cm,144 cm,333 kg,1.000 kg,Firehjulstræk,Ja,Ja,6,4.0,,
https://www.bilbasen.dk/brugt/bil/nissan/leaf/40-n-connecta-5d/6138699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Failed to load data
https://www.bilbasen.dk/brugt/bil/fisker/ocean/extreme-5d/6136000,Fisker,OCEAN,Extreme,419.500 kr.,2024.0,3/2024,-,El,(WLTP) 707 km,"106,5 kWh",183 Wh/km,-,-,-,780 kr. / år,564 hk/736 nm,"4,0 sek.",205 km/t,1.820 kg,Sortmetal,496.365 kr.,Personbil,SUV,476 liter,2.433 kg,198 cm,477 cm,163 cm,543 kg,1.820 kg,Firehjulstræk,Ja,Ja,-,5.0,,
https://www.bilbasen.dk/brugt/bil/mercedes/eqe350-suv/amg-line-4matic-5d/6103096,Mercedes,EQE350-SUV,Amg line,1.024.900 kr.,2023.0,10/2023,7.000 km,El,(WLTP) 541 km,"90,6 kWh",190 Wh/km,-,-,-,780 kr. / år,292 hk/765 nm,"6,6 sek.",210 km/t,1.800 kg,Gråmetal,-,Personbil,SUV,520 liter,2.480 kg,194 cm,486 cm,169 cm,615 kg,1.800 kg,Firehjulstræk,Ja,Ja,7,5.0,,
https://www.bilbasen.dk/brugt/bil/vw/id3/pro-performance-5d/6119929,Vw,ID3,Pro,244.400 kr.,2023.0,2/2023,24.000 km,El,(WLTP) 422 km,"58,0 kWh",156 Wh/km,-,-,-,780 kr. / år,204 hk/310 nm,"7,9 sek.",160 km/t,-,Hvid,335.715 kr.,Personbil,Halvkombi,385 liter,1.794 kg,181 cm,426 cm,157 cm,466 kg,-,Baghjulstræk,Ja,Ja,7,5.0,,
https://www.bilbasen.dk/brugt/bil/renault/zoe/52-intens-5d/6100484,Renault,ZOE,52,149.900 kr.,2021.0,12/2021,39.000 km,El,(WLTP) 383 km,"52,0 kWh",177 Wh/km,-,-,-,780 kr. / år,135 hk/245 nm,"9,5 sek.",140 km/t,-,Gråmetal,255.810 kr.,Personbil,Halvkombi,338 liter,1.502 kg,179 cm,409 cm,156 cm,486 kg,-,Forhjulstræk,Ja,Ja,4,5.0,,
https://www.bilbasen.dk/brugt/bil/opel/mokka-e/50-elegance-5d/6147444,Opel,MOKKA-E,50,179.900 kr.,2023.0,12/2022,7.000 km,El,(WLTP) 338 km,"45,0 kWh",156 Wh/km,-,-,-,780 kr. / år,136 hk/260 nm,"9,0 sek.",150 km/t,-,Blå,-,Personbil,CUV,310 liter,1.498 kg,179 cm,415 cm,152 cm,517 kg,-,Forhjulstræk,Ja,Ja,6,5.0,,
https://www.bilbasen.dk/brugt/bil/volvo/xc40/p8-recharge-plus-5d/6140580,Volvo,XC40,P8 recharge,359.900 kr.,2023.0,12/2022,9.000 km,El,(WLTP) 436 km,"78,0 kWh",205 Wh/km,-,-,-,780 kr. / år,408 hk/660 nm,"4,9 sek.",180 km/t,1.800 kg,Sort,455.272 kr.,Personbil,SUV,413 liter,2.088 kg,190 cm,443 cm,165 cm,562 kg,1.800 kg,Firehjulstræk,Ja,Ja,6,5.0,,
https://www.bilbasen.dk/brugt/bil/skoda/enyaq/80-iv-plus-suite-5d/6128457,Skoda,ENYAQ,80 iv plus,329.900 kr.,2021.0,11/2021,67.000 km,El,(WLTP) 533 km,"76,6 kWh",168 Wh/km,-,-,-,780 kr. / år,204 hk/310 nm,"8,7 sek.",160 km/t,1.000 kg,Sortmetal,-,Personbil,CUV,585 liter,2.042 kg,188 cm,465 cm,162 cm,570 kg,1.000 kg,Baghjulstræk,Ja,Ja,7,5.0,,
https://www.bilbasen.dk/brugt/bil/mercedes/eqc400/4matic-5d/6055177,Mercedes,EQC400,4matic,504.900 kr.,2022.0,6/2023,28.000 km,El,(WLTP) 427 km,"80,0 kWh",216 Wh/km,-,-,-,780 kr. / år,408 hk/760 nm,"5,1 sek.",180 km/t,1.800 kg,Sort,729.518 kr.,Personbil,SUV,500 liter,2.395 kg,188 cm,476 cm,162 cm,545 kg,1.800 kg,Firehjulstræk,Ja,Ja,7,5.0,3/2022,
https://www.bilbasen.dk/brugt/bil/toyota/bz4x/executive-5d/6026471,Toyota,BZ4X,Executive,374.900 kr.,2023.0,10/2023,2.000 km,El,(WLTP) 444 km,"71,4 kWh",166 Wh/km,-,-,-,780 kr. / år,204 hk/265 nm,"7,5 sek.",160 km/t,750 kg,Gråmetal,435.710 kr.,Personbil,CUV,452 liter,1.920 kg,185 cm,469 cm,165 cm,275 kg,750 kg,Forhjulstræk,Ja,Ja,-,5.0,,
https://www.bilbasen.dk/brugt/bil/audi/e-tron/50-advanced-quattro-5d/6122584,Audi,E-TRON,50 advanced,324.500 kr.,2020.0,2/2020,38.000 km,El,(WLTP) 338 km,"71,0 kWh",219 Wh/km,-,-,-,920 kr. / år,313 hk/540 nm,"7,0 sek.",190 km/t,1.800 kg,Hvidmetal,572.910 kr.,Personbil,SUV,660 liter,2.370 kg,194 cm,490 cm,162 cm,660 kg,1.800 kg,Firehjulstræk,Ja,Ja,6,5.0,,
